date,index_price,correlation,high_threshold,low_threshold,market_state,position_size,strategy_cumulative,optimized_position,optimized_state,optimized_cumulative,ma20,price_trend
2025-07-17,624.4583740234375,0.6392787394238285,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8662821302511832,1.0,normal,1.9579041854484809,612.7758605957031,upward
2025-07-18,624.0010375976562,0.6190609006332106,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8655987229702071,1.0,normal,1.9564702693710554,614.3618133544921,upward
2025-07-21,625.1842651367188,0.6197496987809339,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8673674922933772,1.0,normal,1.9601801181735339,616.0764801025391,upward
2025-07-22,625.2737426757812,0.5973844525121457,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.86750112285404,1.0,normal,1.9604606628111296,617.503793334961,upward
2025-07-23,630.59326171875,0.6052207653304927,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8754450097533009,1.0,normal,1.977139290293849,618.8674743652343,upward
2025-07-24,630.802001953125,0.6034218593544348,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.875755416519959,1.0,normal,1.9777937668699594,620.2246887207032,upward
2025-07-25,633.4667358398438,0.6026643833513656,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8797173483195733,1.0,normal,1.986148677056042,621.4789947509765,upward
2025-07-28,633.3076782226562,0.6049946246155766,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8794813585307697,1.0,normal,1.9856499735597426,622.5742156982421,upward
2025-07-29,631.63720703125,0.6134559765527919,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8770026111760705,1.0,normal,1.9804124386440805,623.4397491455078,upward
2025-07-30,630.841796875,0.6011501002371944,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8758207721998212,1.0,normal,1.977918538427744,624.2754547119141,upward
2025-07-31,628.4754028320312,0.6014591558816355,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.872302512056787,1.0,normal,1.9704990321902074,624.8536407470704,upward
2025-08-01,618.1743774414062,0.6045549596072217,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8569585259367904,0.5,transition,1.9382015699962603,624.6736694335938,downward
2025-08-04,627.5704956054688,0.6071362624733236,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8710712119135875,1.0,normal,1.9529316944094015,625.1951751708984,upward
2025-08-05,624.3887329101562,0.6075435042075427,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8663280757846368,0.5,transition,1.9430303920771905,625.5744934082031,downward
2025-08-06,629.17138671875,0.6020297294927907,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.873475867384058,1.0,normal,1.9504719434818496,626.0080078125,upward
2025-08-07,628.6443481445312,0.5422805496874877,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8719065111310205,1.0,normal,1.948838089854927,626.327670288086,upward
2025-08-08,633.5462646484375,0.5605088003765234,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8792046992462608,1.0,normal,1.9640343476822615,627.0018035888672,upward
2025-08-11,632.29345703125,0.5661456306953313,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8773466802720848,1.0,normal,1.9601505631372456,627.5541381835938,upward
2025-08-12,639.02490234375,0.5724278867795789,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8873398696450931,1.0,normal,1.9810184784593112,628.57578125,upward
2025-08-13,641.2123413085938,0.572611831409285,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8905701355984408,1.0,normal,1.9877996805595173,629.6033905029296,upward
2025-08-14,641.27197265625,0.5705248635374554,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8906580450457189,1.0,normal,1.9879845415894541,630.4440704345703,upward
2025-08-15,639.7706298828125,0.5624196259482365,0.8651591376659358,0.7151591376659358,過渡市場,0.5,1.8884448454096787,1.0,normal,1.9833302820046201,631.2325500488281,upward
2025-08-18,639.63134765625,0.5223122768219088,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8880337186862508,1.0,normal,1.9828984981046043,631.9549041748047,upward
2025-08-19,636.1612548828125,0.513319943332185,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8777908620982704,1.0,normal,1.9721409863379502,632.4992797851562,upward
2025-08-20,634.470947265625,0.5093465345093704,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8728014915993167,1.0,normal,1.9669009235303077,632.6931640625,upward
2025-08-21,631.925537109375,0.481568393577415,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8652880696563552,0.5,transition,1.9590099876116995,632.7493408203125,downward
2025-08-22,641.6299438476562,0.4974643524501648,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.893933080894247,1.0,normal,1.9740521315097779,633.1575012207031,upward
2025-08-25,638.8060302734375,0.5006756150442777,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8855975856651324,1.0,normal,1.965364019828211,633.4324188232422,upward
2025-08-26,641.4807739257812,0.5003641819429422,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.893492768136991,1.0,normal,1.973593192202069,633.9245971679687,upward
2025-08-27,642.9423828125,0.5009333193891192,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.8978070764831472,1.0,normal,1.978090008733041,634.5296264648438,upward
2025-08-28,645.2192993164062,0.4968353553670502,0.8651591376659358,0.7151591376659358,正常市場,1.0,1.9045279714951884,1.0,normal,1.9850952177649828,635.3668212890625,upward
2025-08-29,641.3713989257812,0.4901687579460018,0.8618576410742999,0.7118576410742998,正常市場,1.0,1.8931699201578571,1.0,normal,1.9732566867849604,636.5266723632812,upward
2025-09-02,636.61865234375,0.4915986420454376,0.8611415355461405,0.7111415355461405,正常市場,1.0,1.879140986403866,0.5,transition,1.9586342870501185,636.9790802001953,downward
2025-09-03,640.06884765625,0.4741407145956007,0.8602952263432776,0.7102952263432776,正常市場,1.0,1.8893251106027849,1.0,normal,1.9639417586512122,637.7630859375,upward
2025-09-04,645.4181518554688,0.4794223492898055,0.8600402223336756,0.7100402223336756,正常市場,1.0,1.9051149350643943,1.0,normal,1.9803551834492523,638.5754241943359,upward
2025-09-05,643.5488891601562,0.4752997549576023,0.8599060051447435,0.7099060051447434,正常市場,1.0,1.899597333385296,1.0,normal,1.9746196706545651,639.3206512451172,upward
2025-09-08,645.1298217773438,0.4770946863413839,0.8597324618748682,0.7097324618748682,正常市場,1.0,1.904263855905116,1.0,normal,1.9794704919308659,639.8998291015625,upward
2025-09-09,646.6212768554688,0.4761300363443279,0.8591320424831449,0.7091320424831449,正常市場,1.0,1.908666262834864,1.0,normal,1.984046766686008,640.6162200927735,upward
2025-09-10,648.4906005859375,0.4729096938613665,0.8582711909008187,0.7082711909008187,正常市場,1.0,1.9141840446746656,1.0,normal,1.9897824667566306,641.0895050048828,upward
2025-09-11,653.8796997070312,0.4776843195713489,0.8576565695467472,0.7076565695467472,正常市場,1.0,1.9300913339143972,1.0,normal,2.00631799546449,641.7228729248047,upward
2025-09-12,653.660888671875,0.4754487086193241,0.8567245938689745,0.7067245938689745,正常市場,1.0,1.9294454577954272,1.0,normal,2.0056466112364175,642.342318725586,upward
2025-09-15,657.1409301757812,0.4716760419853306,0.8561754287700306,0.7061754287700306,正常市場,1.0,1.939717680577938,1.0,normal,2.01632452323977,643.2108337402344,upward
2025-09-16,656.2361450195312,0.470897347152425,0.8546228719932694,0.7046228719932693,正常市場,1.0,1.9370469783219804,1.0,normal,2.013548344774791,644.0410736083984,upward
2025-09-17,655.4208374023438,0.4784935911349416,0.8245188544454519,0.6745188544454519,正常市場,1.0,1.934640391656095,1.0,normal,2.011046712830971,645.004052734375,upward
2025-09-18,658.4832763671875,0.4758391675490051,0.8211561041531651,0.6711561041531651,正常市場,1.0,1.9436799549111328,1.0,normal,2.020443282884959,646.2046691894532,upward
2025-09-19,661.74462890625,0.4745609585378342,0.8206920662040191,0.6706920662040191,正常市場,1.0,1.953306661896079,1.0,normal,2.0304501852121097,647.6956237792969,upward
2025-09-22,664.8753662109375,0.4661669526316879,0.7432720663064533,0.5932720663064532,正常市場,1.0,1.962547824977373,1.0,normal,2.0400563170377053,648.8578948974609,upward
2025-09-23,661.256103515625,0.463344215757593,0.6849128242253054,0.5349128242253054,正常市場,1.0,1.9518646556321368,1.0,normal,2.0289512286259193,649.9803985595703,upward
2025-09-24,659.1522216796875,0.4620812498718746,0.6725423267126742,0.5225423267126742,正常市場,1.0,1.9456545162120835,1.0,normal,2.022495827135915,650.8639709472657,upward
2025-09-25,656.1112670898438,0.4707209003370178,0.6699470434091601,0.5199470434091601,正常市場,1.0,1.936678369524376,1.0,normal,2.013165178211155,651.5224151611328,upward
2025-09-26,659.8701782226562,0.4770666587690187,0.6678793787456511,0.517879378745651,正常市場,1.0,1.9477737465572555,1.0,normal,2.0246987539629218,652.2549591064453,upward
2025-09-29,661.7246704101562,0.4704894670611925,0.6663424070809995,0.5163424070809994,正常市場,1.0,1.9532477493463152,1.0,normal,2.030388945981265,653.2726226806641,upward
2025-09-30,664.21728515625,0.4539452611124456,0.6648436453079472,0.5148436453079471,正常市場,1.0,1.960605332281492,1.0,normal,2.038037107903235,654.652554321289,upward
2025-10-01,666.4806518554688,0.4514245569976852,0.641820218939663,0.491820218939663,正常市場,1.0,1.967286231617547,1.0,normal,2.0449818614121944,655.97314453125,upward
2025-10-02,667.248291015625,0.4500879822455779,0.6217026028452234,0.47170260284522336,正常市場,1.0,1.9695521127746691,1.0,normal,2.04733723085054,657.0646514892578,upward
2025-10-03,667.2384033203125,0.4477898768998701,0.619129780447983,0.4691297804479829,正常市場,1.0,1.9695229267408412,1.0,normal,2.0473068921490207,658.2491271972656,upward
2025-10-06,669.6312866210938,0.4450580540023126,0.6140164689608338,0.4640164689608338,正常市場,1.0,1.9765861270879015,1.0,normal,2.0546490451926998,659.4742004394532,upward
2025-10-07,667.1486206054688,0.4479009905860457,0.6081347514420676,0.4581347514420676,正常市場,1.0,1.9692579103472556,1.0,normal,2.0470314092481856,660.5005676269532,upward
2025-10-08,671.1268920898438,0.4388803720357402,0.6071769866467456,0.45717698664674555,正常市場,1.0,1.981000784945429,1.0,normal,2.0592380547114426,661.6323822021484,upward
2025-10-09,669.1826171875,0.4439232973134675,0.6054123150447759,0.45541231504477586,正常市場,1.0,1.975261765762784,1.0,normal,2.053272379792264,662.3975280761719,upward
2025-10-10,651.0960693359375,0.5222752617831642,0.6050172386870682,0.4550172386870682,過渡市場,0.5,1.948568255255905,0.5,transition,1.997776901882982,662.269287109375,downward
2025-10-13,661.0865478515625,0.5304768022681798,0.6045989261080572,0.4545989261080572,過渡市場,0.5,1.963517761332802,0.5,transition,2.013103938980311,662.4665679931641,downward
2025-10-14,660.2789306640625,0.5200822881410878,0.6035351693797135,0.4535351693797135,過渡市場,0.5,1.9623183943987996,0.5,transition,2.0118742835391075,662.6687072753906,downward
2025-10-15,663.2102661132812,0.5231507725546833,0.6035351693797135,0.4535351693797135,過渡市場,0.5,1.9666742909790296,0.5,transition,2.0163401828225958,663.0581787109375,upward
2025-10-16,658.6936645507812,0.5130322992678188,0.6027401309516726,0.45274013095167254,正常市場,1.0,1.9532808249405424,0.5,transition,2.009474332212623,663.0686981201172,downward
2025-10-17,662.4326171875,0.5146398559230724,0.6020931948786482,0.4520931948786482,正常市場,1.0,1.964368261914214,0.5,transition,2.0151775367196603,663.1030975341797,downward
2025-10-20,669.3222045898438,0.5270475240575893,0.601516213242751,0.45151621324275093,過渡市場,0.5,1.974583404163933,0.5,transition,2.0256568982503595,663.325439453125,upward
