Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-02-24 00:00:00-05:00,77.01962442145987,77.04849841938439,76.63705358647589,76.8030776977539,3816700,0.0,0.0,0.0
2014-02-25 00:00:00-05:00,77.17120475458954,77.49602755359994,77.15676500383499,77.48880767822266,6225400,0.0,0.0,0.0
2014-02-26 00:00:00-05:00,77.4599421010044,77.90026092529297,77.40941398217548,77.90026092529297,7203900,0.0,0.0,0.0
2014-02-27 00:00:00-05:00,78.16010964417876,78.36222208910671,78.03017942856063,78.32613372802734,5394700,0.0,0.0,0.0
2014-02-28 00:00:00-05:00,78.16013629757612,78.49217907135214,77.79921952079961,78.36946868896484,8462600,0.0,0.0,0.0
2014-03-03 00:00:00-05:00,78.7840391244335,79.0011171255665,78.61038003584085,78.892578125,11089400,0.263,0.0,0.0
2014-03-04 00:00:00-05:00,78.40051322465044,78.40051322465044,77.68416489328081,77.70587158203125,8068100,0.0,0.0,0.0
2014-03-05 00:00:00-05:00,77.6696981597856,77.98807768260592,77.56839658807398,77.87230682373047,4798500,0.0,0.0,0.0
2014-03-06 00:00:00-05:00,77.25011309987045,77.40206563548095,77.07644832729153,77.10539245605469,7418200,0.0,0.0,0.0
2014-03-07 00:00:00-05:00,76.4396250443547,76.82312474330858,76.41068094172304,76.62052154541016,8270300,0.0,0.0,0.0
2014-03-10 00:00:00-04:00,76.65674555194668,76.77975391593407,76.5409690772342,76.7291030883789,3744300,0.0,0.0,0.0
2014-03-11 00:00:00-04:00,76.68567734233753,76.94616332751156,76.54095677221277,76.93169403076172,3815700,0.0,0.0,0.0
2014-03-12 00:00:00-04:00,77.36586142521318,77.6118836873483,77.26455976448887,77.4671630859375,6430500,0.0,0.0,0.0
2014-03-13 00:00:00-04:00,77.20666702174526,78.53083146467358,77.17049101389696,78.50912475585938,11815500,0.0,0.0,0.0
2014-03-14 00:00:00-04:00,78.84919960420041,78.85643701291171,78.37886740742218,78.5235824584961,9232800,0.0,0.0,0.0
2014-03-17 00:00:00-04:00,78.27758653281876,78.36441889881296,77.90855587800193,77.9375,7381900,0.0,0.0,0.0
2014-03-18 00:00:00-04:00,77.91572265568041,78.25580888020075,77.85783446416168,78.2196273803711,4819500,0.0,0.0,0.0
2014-03-19 00:00:00-04:00,78.08944158631294,78.1328605235052,77.28626025483139,77.61187744140625,11557600,0.0,0.0,0.0
2014-03-20 00:00:00-04:00,77.4888497893061,77.87958703144177,77.4164922675458,77.47438049316406,5224400,0.0,0.0,0.0
2014-03-21 00:00:00-04:00,77.72041064868326,78.37887134079679,77.69146653291087,78.31375122070312,8986200,0.0,0.0,0.0
2014-03-24 00:00:00-04:00,78.18349827046254,78.93602312924212,78.11113522742306,78.87090301513672,7536400,0.0,0.0,0.0
2014-03-25 00:00:00-04:00,78.4439709236817,78.74063835088103,78.27030628673577,78.57421112060547,5032000,0.0,0.0,0.0
2014-03-26 00:00:00-04:00,78.54532419179773,79.21825992109174,78.49467335284129,79.18931579589844,7147200,0.0,0.0,0.0
2014-03-27 00:00:00-04:00,79.33398806841613,79.8766777016024,79.17479822606424,79.58724212646484,9772200,0.0,0.0,0.0
2014-03-28 00:00:00-04:00,79.49318179723544,79.51488850034023,78.88536650767767,79.13862609863281,6027000,0.0,0.0,0.0
2014-03-31 00:00:00-04:00,78.68275348809779,80.36871048001692,78.39331793472374,78.94324493408203,7488400,0.0,0.0,0.0
2014-04-01 00:00:00-04:00,78.53697999408526,78.6095236667854,78.23228771318074,78.26856231689453,9067300,0.28,0.0,0.0
2014-04-02 00:00:00-04:00,77.90588054321503,78.02195491007988,77.7462810561411,77.8188247680664,6887200,0.0,0.0,0.0
2014-04-03 00:00:00-04:00,78.00015247528036,78.30484478679303,77.94212085212709,78.15975189208984,4937400,0.0,0.0,0.0
2014-04-04 00:00:00-04:00,78.25410944020908,78.84897681970162,78.23959737488441,78.68212127685547,8977500,0.0,0.0,0.0
2014-04-07 00:00:00-04:00,78.79814995087165,79.28419869740442,78.78363789396522,79.15361785888672,7562500,0.0,0.0,0.0
2014-04-08 00:00:00-04:00,79.09560703109956,79.41480597256376,78.87071988673883,79.3422622680664,4213800,0.0,0.0,0.0
2014-04-09 00:00:00-04:00,78.98676956437511,79.32773098108278,78.81266360883045,78.95050048828125,5771500,0.0,0.0,0.0
2014-04-10 00:00:00-04:00,79.01579382769397,79.95887842960278,79.00128730315905,79.6832046508789,12706400,0.0,0.0,0.0
2014-04-11 00:00:00-04:00,80.19104338319477,80.37240543023437,79.89360696937922,80.3288803100586,10267000,0.0,0.0,0.0
2014-04-14 00:00:00-04:00,80.14755650837331,80.30715053675075,80.01697555080408,80.11853790283203,4142600,0.0,0.0,0.0
2014-04-15 00:00:00-04:00,80.24180329078818,80.894707594219,80.05318526207951,80.61903381347656,7752000,0.0,0.0,0.0
2014-04-16 00:00:00-04:00,80.11123779533904,80.72061157226562,80.0749631746853,80.72061157226562,5523000,0.0,0.0,0.0
2014-04-17 00:00:00-04:00,80.79313946496748,80.85117109405726,79.58163719285574,79.8355484008789,8622500,0.0,0.0,0.0
2014-04-21 00:00:00-04:00,80.06770001695695,80.24906202208618,79.68320791691048,79.770263671875,4316300,0.0,0.0,0.0
2014-04-22 00:00:00-04:00,79.55263977036516,80.15475747537283,79.51636515217196,80.03868865966797,5748700,0.0,0.0,0.0
2014-04-23 00:00:00-04:00,80.23458096676802,80.5610360229881,80.18379980709797,80.49574279785156,5748600,0.0,0.0,0.0
2014-04-24 00:00:00-04:00,80.12573256400076,80.67707461559183,80.12573256400076,80.64805603027344,6337800,0.0,0.0,0.0
2014-04-25 00:00:00-04:00,80.88016788272705,81.24289175676262,80.75684309388946,80.76409912109375,5976500,0.0,0.0,0.0
2014-04-28 00:00:00-04:00,80.6045415549126,80.72786640774079,80.19829237631153,80.37239837646484,7606000,0.0,0.0,0.0
2014-04-29 00:00:00-04:00,79.92261122006062,80.32886589614921,79.82830496502496,80.2635726928711,5235200,0.0,0.0,0.0
2014-04-30 00:00:00-04:00,80.32162933211535,80.71337204253612,80.07497405456266,80.59729766845703,7721400,0.0,0.0,0.0
2014-05-01 00:00:00-04:00,80.63292681643037,81.50558089006655,80.60383779249277,81.46194458007812,11556500,0.269,0.0,0.0
2014-05-02 00:00:00-04:00,81.11286641625546,82.24731031567526,80.9383378659207,81.96369934082031,12702100,0.0,0.0,0.0
2014-05-05 00:00:00-04:00,82.00004195665605,82.03639905716831,81.36736848760145,81.46917724609375,8043000,0.0,0.0,0.0
2014-05-06 00:00:00-04:00,81.52740131514246,81.95645196139883,81.47649690714316,81.79647064208984,6522600,0.0,0.0,0.0
2014-05-07 00:00:00-04:00,81.6728396770858,81.86191556747546,81.40377590231728,81.50558471679688,8199200,0.0,0.0,0.0
2014-05-08 00:00:00-04:00,81.69462705385271,82.0000589407528,81.05468536104577,81.156494140625,10878800,0.0,0.0,0.0
2014-05-09 00:00:00-04:00,81.10562089527168,81.30923853261902,80.70565926424358,80.89472961425781,6000600,0.0,0.0,0.0
2014-05-12 00:00:00-04:00,80.72745356573759,80.8147150742905,80.38566452880387,80.56746673583984,4563800,0.0,0.0,0.0
2014-05-13 00:00:00-04:00,81.04019954024295,81.26563262939453,80.9602060799312,81.26563262939453,5501000,0.0,0.0,0.0
2014-05-14 00:00:00-04:00,81.90555039115905,82.34188024417261,81.85464598139608,82.1455307006836,8851400,0.0,0.0,0.0
2014-05-15 00:00:00-04:00,82.74180213802646,83.19994715401276,82.61090435462492,82.79998016357422,12627900,0.0,0.0,0.0
2014-05-16 00:00:00-04:00,82.61821092415758,82.90182197653999,82.48003944545084,82.56730651855469,5019200,0.0,0.0,0.0
2014-05-19 00:00:00-04:00,82.8508977819689,82.87271315799323,81.89825604115475,81.95642852783203,7403300,0.0,0.0,0.0
2014-05-20 00:00:00-04:00,81.8837226186022,82.52367001383948,81.87644897597532,82.13824462890625,6549800,0.0,0.0,0.0
2014-05-21 00:00:00-04:00,81.60734745352345,81.73824521939791,81.35282556103452,81.63643646240234,8224600,0.0,0.0,0.0
2014-05-22 00:00:00-04:00,81.63645952297357,81.73826830872797,81.29467050729978,81.52010345458984,6495700,0.0,0.0,0.0
2014-05-23 00:00:00-04:00,81.82553072352329,82.10914725632787,81.77462633007893,81.95642852783203,3835000,0.0,0.0,0.0
2014-05-27 00:00:00-04:00,82.06555365489547,82.4655209173207,81.73831174794074,82.43643188476562,6658300,0.0,0.0,0.0
2014-05-28 00:00:00-04:00,82.974545320012,83.51267842347548,82.96727167656721,83.45450592041016,10361000,0.0,0.0,0.0
2014-05-29 00:00:00-04:00,83.53448605678356,83.7671926764956,82.99634749081669,83.01089477539062,10692000,0.0,0.0,0.0
