stock_code,entry_date,exit_date,entry_price,exit_price,return_pct,holding_days,strategy
1301.TW,2010-01-15 00:00:00,2010-01-26 00:00:00,67.78845977783203,61.730770111083984,-8.936166548998674,11,原始策略
1301.TW,2010-01-27 00:00:00,2010-02-05 00:00:00,63.07692337036133,62.5,-0.9146346072935029,9,原始策略
1301.TW,2010-02-08 00:00:00,2010-04-22 00:00:00,63.36538314819336,66.05769348144531,4.248866178170841,73,原始策略
1301.TW,2010-04-26 00:00:00,2010-05-05 00:00:00,67.78845977783203,65.0,-4.113472686901059,9,原始策略
1301.TW,2010-06-15 00:00:00,2010-06-25 00:00:00,64.61538696289062,63.653846740722656,-1.4880979088157325,10,原始策略
1301.TW,2010-06-28 00:00:00,2010-07-02 00:00:00,64.90384674072266,63.846153259277344,-1.6296314233431766,4,原始策略
1301.TW,2010-07-05 00:00:00,2010-07-19 00:00:00,65.09615325927734,65.0,-0.14770958722302108,14,原始策略
1301.TW,2010-07-21 00:00:00,2010-07-22 00:00:00,65.86538696289062,65.28845977783203,-0.8759186147097894,1,原始策略
1301.TW,2010-07-23 00:00:00,2010-07-26 00:00:00,66.34615325927734,65.38461303710938,-1.4492780288411284,3,原始策略
1301.TW,2010-08-03 00:00:00,2010-11-15 00:00:00,65.76923370361328,84.71154022216797,28.801166520986882,104,原始策略
1301.TW,2010-11-16 00:00:00,2011-01-07 00:00:00,87.01923370361328,88.26923370361328,1.4364640399586701,52,原始策略
1301.TW,2011-01-13 00:00:00,2011-03-02 00:00:00,90.09615325927734,91.15384674072266,1.1739607554625537,48,原始策略
1301.TW,2011-03-03 00:00:00,2011-03-09 00:00:00,91.63461303710938,91.25,-0.41972462627590057,6,原始策略
1301.TW,2011-03-14 00:00:00,2011-06-13 00:00:00,94.4230728149414,101.9230728149414,7.9429738690025005,91,原始策略
1301.TW,2011-06-15 00:00:00,2011-06-20 00:00:00,106.25,101.9230728149414,-4.0724020565257355,5,原始策略
1301.TW,2011-07-01 00:00:00,2011-07-11 00:00:00,101.9230728149414,99.51923370361328,-2.3584837514590067,10,原始策略
1301.TW,2011-07-13 00:00:00,2011-08-01 00:00:00,102.88461303710938,97.11538696289062,-5.607472200082875,19,原始策略
1301.TW,2011-10-07 00:00:00,2011-10-14 00:00:00,82.88461303710938,80.28845977783203,-3.132249960695341,7,原始策略
1301.TW,2011-10-17 00:00:00,2011-10-18 00:00:00,81.82691955566406,80.86538696289062,-1.1750810100083746,1,原始策略
1301.TW,2011-10-19 00:00:00,2011-11-18 00:00:00,81.63461303710938,77.21154022216797,-5.418134110503801,30,原始策略
1301.TW,2011-12-12 00:00:00,2011-12-13 00:00:00,82.30769348144531,81.63461303710938,-0.8177612758492261,1,原始策略
1301.TW,2011-12-14 00:00:00,2011-12-15 00:00:00,81.9230728149414,79.4230728149414,-3.0516433455167484,1,原始策略
1301.TW,2011-12-27 00:00:00,2011-12-28 00:00:00,81.9230728149414,79.61538696289062,-2.816893669581566,1,原始策略
1301.TW,2012-01-13 00:00:00,2012-03-21 00:00:00,80.76923370361328,83.75,3.6904724233546515,68,原始策略
1301.TW,2012-03-22 00:00:00,2012-03-23 00:00:00,85.6730728149414,84.32691955566406,-1.5712676282606433,1,原始策略
1301.TW,2012-06-15 00:00:00,2012-06-18 00:00:00,75.76923370361328,74.80769348144531,-1.2690378075212272,3,原始策略
1301.TW,2012-06-19 00:00:00,2012-06-22 00:00:00,76.34615325927734,74.32691955566406,-2.644840135895007,3,原始策略
1301.TW,2012-06-29 00:00:00,2012-07-09 00:00:00,76.73076629638672,74.23076629638672,-3.2581454880084078,10,原始策略
1301.TW,2012-07-17 00:00:00,2012-07-18 00:00:00,76.9230728149414,75.48076629638672,-1.874998574256821,1,原始策略
1301.TW,2012-07-19 00:00:00,2012-07-26 00:00:00,76.53845977783203,75.0,-2.0100479971738574,7,原始策略
1301.TW,2012-07-27 00:00:00,2012-08-30 00:00:00,77.78845977783203,77.40384674072266,-0.4944345706392057,34,原始策略
1301.TW,2012-09-04 00:00:00,2012-09-05 00:00:00,77.78845977783203,77.11538696289062,-0.8652604986186099,1,原始策略
1301.TW,2012-09-07 00:00:00,2012-10-04 00:00:00,78.36538696289062,77.78845977783203,-0.7362015392481805,27,原始策略
1301.TW,2012-11-29 00:00:00,2013-02-22 00:00:00,73.07691955566406,74.61538696289062,2.1052712902802138,85,原始策略
1301.TW,2013-04-24 00:00:00,2013-04-29 00:00:00,69.51923370361328,68.26923370361328,-1.7980635478941287,5,原始策略
1301.TW,2013-04-30 00:00:00,2013-05-03 00:00:00,68.84615325927734,68.07691955566406,-1.117322707510348,3,原始策略
1301.TW,2013-05-06 00:00:00,2013-05-24 00:00:00,68.84615325927734,67.30769348144531,-2.234634333218489,18,原始策略
1301.TW,2013-06-28 00:00:00,2013-07-01 00:00:00,69.71154022216797,68.26923370361328,-2.0689637812593333,3,原始策略
1301.TW,2013-07-09 00:00:00,2013-08-19 00:00:00,69.51923370361328,72.5,4.287685777859477,41,原始策略
1301.TW,2013-08-29 00:00:00,2013-11-05 00:00:00,74.0,76.0,2.7027027027027026,68,原始策略
1301.TW,2013-11-12 00:00:00,2013-11-13 00:00:00,76.69999694824219,75.0,-2.216423749520303,1,原始策略
1301.TW,2013-11-28 00:00:00,2014-02-05 00:00:00,77.4000015258789,75.30000305175781,-2.7131762696657744,69,原始策略
1301.TW,2014-02-19 00:00:00,2014-02-20 00:00:00,77.30000305175781,76.4000015258789,-1.164296882726242,1,原始策略
1301.TW,2014-02-26 00:00:00,2014-02-27 00:00:00,77.5,77.0,-0.6451612903225806,1,原始策略
1301.TW,2014-03-28 00:00:00,2014-04-23 00:00:00,76.0,75.80000305175781,-0.2631538792660362,26,原始策略
1301.TW,2014-04-24 00:00:00,2014-04-25 00:00:00,76.80000305175781,75.69999694824219,-1.4322995570381658,1,原始策略
1301.TW,2014-04-28 00:00:00,2014-07-03 00:00:00,76.0999984741211,77.5999984741211,1.971090709693111,66,原始策略
1301.TW,2014-07-15 00:00:00,2014-07-16 00:00:00,77.80000305175781,76.69999694824219,-1.4138895377469674,1,原始策略
1301.TW,2014-07-30 00:00:00,2014-07-31 00:00:00,78.69999694824219,77.30000305175781,-1.7788995562542327,1,原始策略
1301.TW,2014-08-22 00:00:00,2014-08-29 00:00:00,78.0999984741211,77.5,-0.7682438999277406,7,原始策略
1301.TW,2014-09-04 00:00:00,2014-09-09 00:00:00,78.0999984741211,77.30000305175781,-1.024321943653257,5,原始策略
1301.TW,2014-11-24 00:00:00,2014-11-25 00:00:00,71.19999694824219,70.4000015258789,-1.1235891245119385,1,原始策略
1301.TW,2014-11-27 00:00:00,2014-12-01 00:00:00,70.5999984741211,69.69999694824219,-1.2747897242643822,4,原始策略
1301.TW,2014-12-03 00:00:00,2014-12-09 00:00:00,70.69999694824219,69.80000305175781,-1.2729758632708845,6,原始策略
1301.TW,2014-12-24 00:00:00,2015-01-06 00:00:00,71.69999694824219,69.0,-3.7656862805604083,13,原始策略
1301.TW,2015-01-08 00:00:00,2015-03-04 00:00:00,72.0,75.9000015258789,5.4166687859429254,55,原始策略
1301.TW,2015-03-06 00:00:00,2015-03-09 00:00:00,76.19999694824219,75.0,-1.5747992077444164,3,原始策略
1301.TW,2015-04-09 00:00:00,2015-05-21 00:00:00,76.0,75.0999984741211,-1.1842125340511924,42,原始策略
1301.TW,2015-08-28 00:00:00,2015-11-13 00:00:00,68.5,73.30000305175781,7.007303725193887,77,原始策略
1301.TW,2015-11-19 00:00:00,2015-11-30 00:00:00,75.0999984741211,73.69999694824219,-1.864183161550045,11,原始策略
1301.TW,2015-12-01 00:00:00,2015-12-08 00:00:00,75.5999984741211,72.9000015258789,-3.5714246067960342,7,原始策略
1301.TW,2015-12-31 00:00:00,2016-01-04 00:00:00,77.0,72.4000015258789,-5.974023992365057,4,原始策略
1301.TW,2016-01-13 00:00:00,2016-01-21 00:00:00,74.9000015258789,73.9000015258789,-1.3351134574469765,8,原始策略
1301.TW,2016-01-22 00:00:00,2016-05-04 00:00:00,74.4000015258789,77.5999984741211,4.301071078780982,103,原始策略
1301.TW,2016-05-06 00:00:00,2016-05-09 00:00:00,77.80000305175781,77.5999984741211,-0.25707528250823103,3,原始策略
1301.TW,2016-05-18 00:00:00,2016-05-19 00:00:00,77.69999694824219,75.9000015258789,-2.3165965161649886,1,原始策略
1301.TW,2016-05-24 00:00:00,2016-06-16 00:00:00,78.30000305175781,77.0,-1.6602848034354294,23,原始策略
1301.TW,2016-06-21 00:00:00,2016-06-23 00:00:00,78.19999694824219,77.0999984741211,-1.4066477200109662,2,原始策略
1301.TW,2016-06-30 00:00:00,2016-07-06 00:00:00,77.80000305175781,77.5,-0.38560802055268584,6,原始策略
1301.TW,2016-07-07 00:00:00,2016-08-02 00:00:00,78.0999984741211,77.0999984741211,-1.2804097561299645,26,原始策略
1301.TW,2016-08-05 00:00:00,2016-09-01 00:00:00,78.5999984741211,77.0,-2.035621507865411,27,原始策略
1301.TW,2016-09-02 00:00:00,2016-09-12 00:00:00,77.80000305175781,76.5999984741211,-1.5424222757914223,10,原始策略
1301.TW,2016-09-21 00:00:00,2016-12-15 00:00:00,77.9000015258789,88.80000305175781,13.992299502404826,85,原始策略
1301.TW,2016-12-16 00:00:00,2016-12-19 00:00:00,89.4000015258789,88.4000015258789,-1.1185682135704738,3,原始策略
1301.TW,2016-12-21 00:00:00,2016-12-22 00:00:00,89.0,87.0999984741211,-2.1348331751448386,1,原始策略
1301.TW,2016-12-30 00:00:00,2017-01-18 00:00:00,89.19999694824219,87.5999984741211,-1.7937203238353068,19,原始策略
1301.TW,2017-01-23 00:00:00,2017-03-09 00:00:00,89.69999694824219,88.5,-1.3377892854718803,45,原始策略
1301.TW,2017-03-15 00:00:00,2017-05-09 00:00:00,89.4000015258789,88.5,-1.0067130990130686,55,原始策略
1301.TW,2017-05-25 00:00:00,2017-06-01 00:00:00,90.19999694824219,89.4000015258789,-0.8869129151105493,7,原始策略
1301.TW,2017-06-06 00:00:00,2017-06-08 00:00:00,90.19999694824219,89.30000305175781,-0.997775972210733,2,原始策略
1301.TW,2017-06-09 00:00:00,2017-06-12 00:00:00,90.0,89.30000305175781,-0.777774386935764,3,原始策略
1301.TW,2017-06-13 00:00:00,2017-07-12 00:00:00,89.80000305175781,89.69999694824219,-0.11136536761361213,29,原始策略
1301.TW,2017-07-13 00:00:00,2017-07-14 00:00:00,91.4000015258789,90.5,-0.9846843663608482,1,原始策略
1301.TW,2017-07-17 00:00:00,2017-07-26 00:00:00,91.0,90.0,-1.098901098901099,9,原始策略
1301.TW,2017-07-27 00:00:00,2017-09-22 00:00:00,91.5,93.0,1.639344262295082,57,原始策略
1301.TW,2017-10-11 00:00:00,2017-10-18 00:00:00,94.4000015258789,93.0,-1.4830524398827563,7,原始策略
1301.TW,2017-11-23 00:00:00,2017-11-24 00:00:00,93.4000015258789,92.5,-0.9635990483678284,1,原始策略
1301.TW,2017-11-27 00:00:00,2017-11-30 00:00:00,93.30000305175781,90.5999984741211,-2.893895486947521,3,原始策略
1301.TW,2017-12-04 00:00:00,2017-12-06 00:00:00,93.30000305175781,93.0,-0.32154666875132576,2,原始策略
1301.TW,2017-12-12 00:00:00,2018-02-06 00:00:00,93.30000305175781,96.69999694824219,3.6441519670671845,56,原始策略
1301.TW,2018-02-07 00:00:00,2018-02-09 00:00:00,101.0,97.80000305175781,-3.1683138101407797,2,原始策略
1301.TW,2018-02-12 00:00:00,2018-06-14 00:00:00,101.0,106.5,5.445544554455446,122,原始策略
1301.TW,2018-06-20 00:00:00,2018-07-11 00:00:00,107.5,106.0,-1.3953488372093024,21,原始策略
1301.TW,2018-07-13 00:00:00,2018-10-11 00:00:00,110.0,103.0,-6.363636363636363,90,原始策略
1301.TW,2018-12-28 00:00:00,2019-01-02 00:00:00,101.0,97.5999984741211,-3.366338144434561,5,原始策略
1301.TW,2019-01-08 00:00:00,2019-01-24 00:00:00,102.0,100.0,-1.9607843137254901,16,原始策略
1301.TW,2019-01-25 00:00:00,2019-02-11 00:00:00,102.0,100.0,-1.9607843137254901,17,原始策略
1301.TW,2019-02-12 00:00:00,2019-05-14 00:00:00,101.5,108.0,6.403940886699508,91,原始策略
1301.TW,2019-05-15 00:00:00,2019-07-02 00:00:00,109.0,105.5,-3.211009174311927,48,原始策略
1301.TW,2019-09-05 00:00:00,2019-09-27 00:00:00,96.0,94.5,-1.5625,22,原始策略
1301.TW,2019-10-16 00:00:00,2020-01-30 00:00:00,95.9000015258789,91.5999984741211,-4.483840441438829,106,原始策略
1301.TW,2020-04-06 00:00:00,2020-07-02 00:00:00,77.5999984741211,83.80000305175781,7.989696777770382,87,原始策略
1301.TW,2020-08-10 00:00:00,2020-08-20 00:00:00,81.0999984741211,79.0,-2.5893939748854624,10,原始策略
1301.TW,2020-09-18 00:00:00,2020-09-23 00:00:00,81.5999984741211,80.0999984741211,-1.8382353284917219,5,原始策略
1301.TW,2020-10-06 00:00:00,2020-10-14 00:00:00,81.19999694824219,80.0,-1.4778288095344134,8,原始策略
1301.TW,2020-10-27 00:00:00,2020-10-28 00:00:00,80.30000305175781,79.5,-0.99626777254562,1,原始策略
1301.TW,2020-11-03 00:00:00,2021-01-20 00:00:00,81.0,91.5999984741211,13.086417869285302,78,原始策略
1301.TW,2021-01-25 00:00:00,2021-01-26 00:00:00,92.4000015258789,91.0999984741211,-1.4069296864607892,1,原始策略
1301.TW,2021-02-17 00:00:00,2021-03-19 00:00:00,96.19999694824219,97.0999984741211,0.935552551382229,30,原始策略
1301.TW,2021-03-22 00:00:00,2021-05-11 00:00:00,100.0,102.5,2.5,50,原始策略
1301.TW,2021-05-31 00:00:00,2021-06-18 00:00:00,103.5,102.0,-1.4492753623188406,18,原始策略
1301.TW,2021-06-23 00:00:00,2021-07-19 00:00:00,103.5,102.5,-0.966183574879227,26,原始策略
1301.TW,2021-08-30 00:00:00,2021-09-01 00:00:00,102.5,100.0,-2.4390243902439024,2,原始策略
1301.TW,2021-09-16 00:00:00,2021-09-17 00:00:00,103.0,102.0,-0.9708737864077669,1,原始策略
1301.TW,2021-09-23 00:00:00,2021-11-19 00:00:00,102.5,103.5,0.975609756097561,57,原始策略
1301.TW,2021-11-22 00:00:00,2021-11-26 00:00:00,104.5,103.5,-0.9569377990430622,4,原始策略
1301.TW,2021-12-08 00:00:00,2021-12-10 00:00:00,104.5,104.0,-0.4784688995215311,2,原始策略
1301.TW,2021-12-23 00:00:00,2021-12-24 00:00:00,104.5,104.0,-0.4784688995215311,1,原始策略
1301.TW,2021-12-27 00:00:00,2021-12-30 00:00:00,104.5,104.0,-0.4784688995215311,3,原始策略
1301.TW,2022-01-03 00:00:00,2022-02-15 00:00:00,105.5,104.0,-1.4218009478672986,43,原始策略
1301.TW,2022-02-16 00:00:00,2022-02-22 00:00:00,106.5,104.0,-2.3474178403755865,6,原始策略
1301.TW,2022-02-23 00:00:00,2022-02-24 00:00:00,105.0,104.0,-0.9523809523809524,1,原始策略
1301.TW,2022-02-25 00:00:00,2022-03-08 00:00:00,105.0,104.0,-0.9523809523809524,11,原始策略
1301.TW,2022-03-09 00:00:00,2022-05-09 00:00:00,105.5,103.5,-1.8957345971563981,61,原始策略
1301.TW,2022-05-18 00:00:00,2022-05-19 00:00:00,104.5,103.0,-1.4354066985645932,1,原始策略
1301.TW,2022-05-20 00:00:00,2022-07-05 00:00:00,104.5,94.0,-10.047846889952153,46,原始策略
1301.TW,2022-08-12 00:00:00,2022-08-26 00:00:00,93.80000305175781,93.19999694824219,-0.6396653347490279,14,原始策略
1301.TW,2022-11-07 00:00:00,2022-12-06 00:00:00,84.5999984741211,87.30000305175781,3.191494830183292,29,原始策略
1301.TW,2022-12-07 00:00:00,2022-12-08 00:00:00,88.0999984741211,87.30000305175781,-0.9080538436084942,1,原始策略
1301.TW,2022-12-09 00:00:00,2022-12-12 00:00:00,87.9000015258789,86.69999694824219,-1.3651928973896796,3,原始策略
1301.TW,2022-12-15 00:00:00,2022-12-19 00:00:00,88.9000015258789,86.30000305175781,-2.9246326540998213,4,原始策略
1301.TW,2023-01-05 00:00:00,2023-03-16 00:00:00,87.5,88.5,1.1428571428571428,70,原始策略
1301.TW,2023-03-17 00:00:00,2023-06-19 00:00:00,90.69999694824219,91.5999984741211,0.9922839648963723,94,原始策略
1301.TW,2023-06-20 00:00:00,2023-06-27 00:00:00,92.5999984741211,87.0,-6.047514650538709,7,原始策略
1301.TW,2023-09-11 00:00:00,2023-09-21 00:00:00,82.4000015258789,81.19999694824219,-1.4563162080280303,10,原始策略
1301.TW,2023-11-15 00:00:00,2023-12-22 00:00:00,79.9000015258789,78.80000305175781,-1.3767189650989105,37,原始策略
1301.TW,2023-12-27 00:00:00,2024-01-03 00:00:00,79.5999984741211,78.0999984741211,-1.8844221466758797,7,原始策略
1301.TW,2024-04-01 00:00:00,2024-04-03 00:00:00,70.9000015258789,70.0,-1.269395636825763,2,原始策略
1301.TW,2024-04-08 00:00:00,2024-04-12 00:00:00,70.4000015258789,69.69999694824219,-0.9943246625916597,4,原始策略
1301.TW,2024-07-17 00:00:00,2024-07-23 00:00:00,60.099998474121094,58.79999923706055,-2.1630603495278344,6,原始策略
1301.TW,2024-09-19 00:00:00,2024-10-15 00:00:00,48.54999923706055,48.349998474121094,-0.4119480248864411,26,原始策略
1301.TW,2025-01-17 00:00:00,2025-02-03 00:00:00,37.20000076293945,34.45000076293945,-7.392472966666418,17,原始策略
1301.TW,2025-02-13 00:00:00,2025-04-07 00:00:00,37.45000076293945,34.400001525878906,-8.144190053205094,53,原始策略
1301.TW,2025-04-15 00:00:00,2025-04-16 00:00:00,36.54999923706055,35.79999923706055,-2.0519836269641387,1,原始策略
1301.TW,2025-05-07 00:00:00,2025-05-08 00:00:00,36.70000076293945,35.650001525878906,-2.861033284012521,1,原始策略
1301.TW,2025-05-12 00:00:00,2025-05-13 00:00:00,36.70000076293945,36.0,-1.9073589874317682,1,原始策略
1301.TW,2025-05-14 00:00:00,2025-05-22 00:00:00,36.900001525878906,36.0,-2.439028424559041,8,原始策略
1301.TW,2025-06-12 00:00:00,2025-06-17 00:00:00,36.349998474121094,36.0,-0.9628569155794341,5,原始策略
1301.TW,2025-07-17 00:00:00,2025-09-17 00:00:00,37.75,37.400001525878906,-0.9271482758174668,62,原始策略
1301.TW,2025-09-19 00:00:00,2025-10-03 00:00:00,38.400001525878906,36.650001525878906,-4.557291485576173,14,原始策略
1301.TW,2025-10-07 00:00:00,2025-10-14 00:00:00,37.5,37.349998474121094,-0.40000406901041663,7,原始策略
1301.TW,2025-10-16 00:00:00,2025-11-05 00:00:00,37.45000076293945,36.849998474121094,-1.602142260600758,20,原始策略
1301.TW,2025-11-07 00:00:00,2026-01-02 00:00:00,38.599998474121094,38.45000076293945,-0.38859512204956376,56,原始策略
1301.TW,2026-01-07 00:00:00,2026-02-02 00:00:00,40.650001525878906,44.29999923706055,8.979083823300602,26,原始策略
1301.TW,2026-02-04 00:00:00,2026-02-10 00:00:00,46.849998474121094,45.400001525878906,-3.0949775783731,6,原始策略
1102.TW,2010-01-15 00:00:00,2010-01-22 00:00:00,31.043609619140625,29.08950424194336,-6.294710573838741,7,原始策略
1102.TW,2010-03-29 00:00:00,2010-04-19 00:00:00,27.890396118164062,27.535104751586914,-1.273884261348871,21,原始策略
1102.TW,2010-04-21 00:00:00,2010-04-22 00:00:00,27.890396118164062,27.490692138671875,-1.4331240682231614,1,原始策略
1102.TW,2010-06-14 00:00:00,2010-06-30 00:00:00,25.492176055908203,25.2257080078125,-1.0452934559658553,16,原始策略
1102.TW,2010-07-05 00:00:00,2010-08-25 00:00:00,25.358943939208984,26.714380264282227,5.3450030424079324,51,原始策略
1102.TW,2010-09-06 00:00:00,2010-09-08 00:00:00,28.17818260192871,27.629255294799805,-1.948057881814329,2,原始策略
1102.TW,2010-09-10 00:00:00,2010-11-12 00:00:00,28.13243865966797,28.040950775146484,-0.3252042442116682,63,原始策略
1102.TW,2010-11-19 00:00:00,2010-11-23 00:00:00,28.223926544189453,27.949462890625,-0.9724502830417046,4,原始策略
1102.TW,2010-12-02 00:00:00,2011-02-10 00:00:00,28.40690040588379,27.995206832885742,-1.449273124190539,70,原始策略
1102.TW,2011-03-08 00:00:00,2011-03-10 00:00:00,28.727108001708984,28.544132232666016,-0.6369446205029878,2,原始策略
1102.TW,2011-03-14 00:00:00,2011-03-15 00:00:00,29.184545516967773,28.361156463623047,-2.8213187451077886,1,原始策略
1102.TW,2011-03-16 00:00:00,2011-08-05 00:00:00,28.772851943969727,37.0524787902832,28.77582959950113,142,原始策略
1102.TW,2011-10-07 00:00:00,2011-11-16 00:00:00,31.354631423950195,31.121337890625,-0.7440480807151009,40,原始策略
1102.TW,2011-12-29 00:00:00,2012-03-06 00:00:00,31.5412654876709,33.40761184692383,5.917157509049414,68,原始策略
1102.TW,2012-03-09 00:00:00,2012-03-12 00:00:00,33.87419891357422,33.127662658691406,-2.203849179688371,3,原始策略
1102.TW,2012-03-22 00:00:00,2012-03-26 00:00:00,34.01417541503906,33.267635345458984,-2.1947910260085335,4,原始策略
1102.TW,2012-03-27 00:00:00,2012-04-09 00:00:00,33.640907287597656,33.45427322387695,-0.5547830863334332,13,原始策略
1102.TW,2012-04-10 00:00:00,2012-04-17 00:00:00,33.7808837890625,33.50093078613281,-0.8287320268995747,7,原始策略
1102.TW,2012-04-19 00:00:00,2012-04-27 00:00:00,34.154151916503906,33.45427322387695,-2.049176025034775,8,原始策略
1102.TW,2012-05-29 00:00:00,2012-06-04 00:00:00,32.84770965576172,32.52109909057617,-0.9943176209494322,6,原始策略
1102.TW,2012-06-05 00:00:00,2012-07-23 00:00:00,33.08100128173828,34.154151916503906,3.2440089271361834,48,原始策略
1102.TW,2012-07-27 00:00:00,2012-08-21 00:00:00,34.34078598022461,33.8331413269043,-1.4782557790396624,25,原始策略
1102.TW,2012-09-07 00:00:00,2013-01-17 00:00:00,34.02537536621094,34.794307708740234,2.259879088043475,132,原始策略
1102.TW,2013-01-18 00:00:00,2013-03-14 00:00:00,35.13071823120117,34.794307708740234,-0.957596483644209,55,原始策略
1102.TW,2013-03-27 00:00:00,2013-03-28 00:00:00,34.89042663574219,34.794307708740234,-0.27548796695850003,1,原始策略
1102.TW,2013-03-29 00:00:00,2013-04-08 00:00:00,35.034603118896484,34.505958557128906,-1.508921222750901,10,原始策略
1102.TW,2013-04-11 00:00:00,2013-04-18 00:00:00,35.034603118896484,34.60207748413086,-1.2345669602643086,7,原始策略
1102.TW,2013-04-19 00:00:00,2013-06-06 00:00:00,35.178775787353516,35.178775787353516,0.0,48,原始策略
1102.TW,2013-06-07 00:00:00,2013-06-11 00:00:00,35.85159683227539,35.27489471435547,-1.6085813990877693,4,原始策略
1102.TW,2013-06-28 00:00:00,2013-07-01 00:00:00,35.46712875366211,34.93848419189453,-1.4905197582789773,3,原始策略
1102.TW,2013-07-11 00:00:00,2013-08-09 00:00:00,35.5632438659668,35.27489471435547,-0.8108066651570883,29,原始策略
1102.TW,2013-08-12 00:00:00,2013-11-05 00:00:00,35.94771194458008,37.10784149169922,3.2272695099696214,85,原始策略
1102.TW,2013-11-28 00:00:00,2013-12-06 00:00:00,38.235294342041016,37.30392074584961,-2.435900160358721,8,原始策略
1102.TW,2013-12-11 00:00:00,2013-12-12 00:00:00,37.59803771972656,37.1568603515625,-1.1734053023000985,1,原始策略
1102.TW,2013-12-24 00:00:00,2014-01-02 00:00:00,37.59803771972656,37.35293960571289,-0.6518907072777265,9,原始策略
1102.TW,2014-02-12 00:00:00,2014-02-13 00:00:00,36.7156867980957,36.666664123535156,-0.13351969916872014,1,原始策略
1102.TW,2014-02-14 00:00:00,2014-02-17 00:00:00,36.91176223754883,36.568626403808594,-0.9296110858429195,3,原始策略
1102.TW,2014-02-18 00:00:00,2014-03-21 00:00:00,36.960784912109375,36.568626403808594,-1.0610123925487829,31,原始策略
1102.TW,2014-03-24 00:00:00,2014-08-06 00:00:00,36.91176223754883,39.90195846557617,8.100930561872604,135,原始策略
1102.TW,2014-08-07 00:00:00,2014-08-08 00:00:00,40.490196228027344,40.19607925415039,-0.7263905865523199,1,原始策略
1102.TW,2014-08-11 00:00:00,2014-08-28 00:00:00,41.02941131591797,41.650001525878906,1.5125496322199736,17,原始策略
1102.TW,2014-12-29 00:00:00,2015-01-05 00:00:00,38.650001525878906,38.25,-1.0349327557233783,7,原始策略
1102.TW,2015-01-21 00:00:00,2015-01-30 00:00:00,38.70000076293945,38.099998474121094,-1.5503934805937878,9,原始策略
1102.TW,2015-02-06 00:00:00,2015-02-10 00:00:00,38.70000076293945,38.20000076293945,-1.291989638612148,4,原始策略
1102.TW,2015-02-12 00:00:00,2015-03-03 00:00:00,38.599998474121094,38.400001525878906,-0.5181268293994185,19,原始策略
1102.TW,2015-03-26 00:00:00,2015-03-27 00:00:00,39.0,38.5,-1.282051282051282,1,原始策略
1102.TW,2015-03-30 00:00:00,2015-04-15 00:00:00,38.900001525878906,38.5,-1.0282815171942814,16,原始策略
1102.TW,2015-04-16 00:00:00,2015-05-07 00:00:00,38.900001525878906,38.5,-1.0282815171942814,21,原始策略
1102.TW,2015-05-19 00:00:00,2015-05-21 00:00:00,38.70000076293945,38.400001525878906,-0.7751918117475523,2,原始策略
1102.TW,2015-05-27 00:00:00,2015-05-28 00:00:00,38.599998474121094,38.25,-0.9067318340847761,1,原始策略
1102.TW,2015-05-29 00:00:00,2015-06-01 00:00:00,38.900001525878906,38.0,-2.3136285104774728,3,原始策略
1102.TW,2015-07-14 00:00:00,2015-07-15 00:00:00,36.349998474121094,36.0,-0.9628569155794341,1,原始策略
1102.TW,2015-08-28 00:00:00,2015-09-01 00:00:00,35.099998474121094,32.599998474121094,-7.122507432139141,4,原始策略
1102.TW,2015-10-05 00:00:00,2015-11-10 00:00:00,33.5,32.95000076293945,-1.641788767344916,36,原始策略
1102.TW,2016-02-01 00:00:00,2016-02-02 00:00:00,26.450000762939453,26.149999618530273,-1.1342197949178427,1,原始策略
1102.TW,2016-02-16 00:00:00,2016-04-06 00:00:00,26.799999237060547,28.0,4.477614914555761,50,原始策略
1102.TW,2016-04-13 00:00:00,2016-05-04 00:00:00,28.75,27.450000762939453,-4.521736476732337,21,原始策略
1102.TW,2016-06-03 00:00:00,2016-06-06 00:00:00,25.799999237060547,24.799999237060547,-3.8759691068654942,3,原始策略
1102.TW,2016-06-07 00:00:00,2016-06-13 00:00:00,25.75,25.149999618530273,-2.330098568814472,6,原始策略
1102.TW,2016-06-17 00:00:00,2016-08-31 00:00:00,26.450000762939453,28.5,7.750469481773751,75,原始策略
1102.TW,2016-11-30 00:00:00,2016-12-05 00:00:00,28.049999237060547,27.350000381469727,-2.495539660000987,5,原始策略
1102.TW,2016-12-08 00:00:00,2016-12-16 00:00:00,28.049999237060547,27.549999237060547,-1.7825312427794442,8,原始策略
1102.TW,2017-01-12 00:00:00,2017-01-16 00:00:00,27.200000762939453,26.899999618530273,-1.1029453529204944,4,原始策略
1102.TW,2017-02-06 00:00:00,2017-04-20 00:00:00,27.25,29.0,6.422018348623854,73,原始策略
1102.TW,2017-04-21 00:00:00,2017-05-08 00:00:00,29.649999618530273,29.25,-1.3490712434285728,17,原始策略
1102.TW,2017-07-17 00:00:00,2017-07-18 00:00:00,27.100000381469727,26.600000381469727,-1.8450184242133332,1,原始策略
1102.TW,2017-08-02 00:00:00,2017-08-08 00:00:00,27.149999618530273,27.0,-0.5524847905629306,6,原始策略
1102.TW,2017-08-09 00:00:00,2017-08-10 00:00:00,27.100000381469727,26.549999237060547,-2.029524489546709,1,原始策略
1102.TW,2017-08-17 00:00:00,2017-08-30 00:00:00,27.25,26.899999618530273,-1.2844050696136755,13,原始策略
