,qqq_close,qqq_above_20ma,tw0050_close,tw0050_above_120ma,tw_market_score,us_market_score,buy_hold_value,position_size,qqq_daily_return,tw0050_daily_return,portfolio_daily_return,portfolio_value,drawdown
2019-04-11,185.02999877929688,True,20.287500381469727,True,,,151184.54872971564,1.0,-0.002372364471398547,-0.004294459805166739,-0.003333412138282643,110418.53744151069,-0.0033334121382826605
2019-04-12,185.8300018310547,True,20.274999618530273,True,,,151500.7866103229,1.0,0.004323639718076588,-0.0006161805399580444,0.001853729589059272,110623.22355154667,-0.0014858617939366115
2019-04-15,185.86000061035156,True,20.462499618530273,True,,,152145.5364270379,1.0,0.0001614313028106551,0.009247842344156432,0.004704636823483543,111143.66564259974,0.0
2019-04-16,186.5,True,20.524999618530273,True,,,152642.6351575089,1.0,0.003443448765451107,0.003054367802817204,0.0032489082841341554,111504.76121863503,0.0
2019-04-17,187.14999389648438,True,20.6875,True,,,153480.91212280124,1.0,0.003485221965063623,0.007917192910591675,0.005701207437827649,112140.47299264789,0.0
2019-04-18,187.38999938964844,True,20.674999237060547,True,,,153546.32246046656,1.0,0.0012824231952517362,-0.0006042664864992497,0.00033907835437624323,112178.49739968921,0.0
2019-04-22,187.9199981689453,True,20.674999237060547,True,,,153783.7133017893,1.0,0.002828319446198435,0.0,0.0014141597230992176,112337.13571250964,0.0
2019-04-23,190.30999755859375,True,20.762500762939453,True,,,155148.8317408748,1.0,0.012718174824053463,0.00423223840908582,0.008475206616569642,113289.21614838678,0.0
2019-04-24,189.7100067138672,True,20.799999237060547,True,,,155006.34835933318,1.0,-0.0031527027083368964,0.0018060673205622102,-0.0006733176938873431,113212.93651462745,-0.000673317693887301
2019-04-25,190.47999572753906,True,20.850000381469727,True,,,155519.58683086437,1.0,0.0040587685753088465,0.0024039012616927646,0.0032313349185008056,113578.7654296132,0.0
2019-04-26,190.64999389648438,True,20.612499237060547,True,,,154796.06328586818,1.0,0.0008924725575303327,-0.011390941969490642,-0.005249234705980155,112982.56383225769,-0.005249234705980202
2019-04-29,191.02000427246094,True,20.700000762939453,True,,,155256.41192141862,1.0,0.0019407835710578691,0.004245071151856239,0.003092927361457054,113332.01069530204,-0.002172542846171975
2019-04-30,189.5399932861328,True,20.700000762939453,True,,,154593.50274702878,1.0,-0.007747937143887329,0.0,-0.0038739685719436645,112892.96604767327,-0.006038095055408305
2019-05-02,188.11000061035156,True,20.75,True,,,154121.34478326072,1.0,-0.007544543243823476,0.0024154219911944885,-0.0025645606263144938,112603.44519195954,-0.008587170620885765
2019-05-03,191.11000061035156,True,20.9375,True,,,156096.3827365779,1.0,0.015948115412609765,0.009036144578313143,0.012492129995461454,114010.10206723433,0.0
2019-05-06,189.94000244140625,True,20.575000762939453,True,,,154351.79474945046,1.0,-0.00612211901631865,-0.017313396396921643,-0.011717757706620147,112674.15931510345,-0.01171775770662013
2019-05-07,186.24000549316406,False,20.787500381469727,True,,,153410.02239525053,0.5,-0.019479819420259226,0.010328049120320593,-0.0045758851499693165,112416.36730890581,-0.013978890724864487
2019-05-08,185.77000427246094,False,20.637500762939453,True,,,152694.45574949932,0.5,-0.002523631909581159,-0.007215856441498136,-0.0048697441755396476,112142.64783393688,-0.016379726001790374
2019-05-09,184.77000427246094,False,20.387500762939453,True,,,151404.7966499644,0.5,-0.0053830003606683,-0.012113869933754073,-0.008748435147211187,111652.11149303101,-0.020682295090068026
2019-05-10,185.0,False,20.375,True,,,151465.7235307314,0.5,0.00124476766910675,-0.0006131581837719446,0.00031580474266740266,111669.74162620016,-0.020527658502173796
2019-05-13,178.5800018310547,False,20.037500381469727,True,,,147453.79087431956,0.5,-0.03470269280510985,-0.016564398455473528,-0.025633545630291688,110238.49591745113,-0.0330813329818703
2019-05-14,180.5399932861328,False,19.912500381469727,True,,,147910.81186455235,0.5,0.010975425215486112,-0.006238303062771067,0.0023685610763575227,110369.04922272426,-0.031936230022519
2019-05-15,183.08999633789062,False,19.9375,True,,,149137.15314155107,0.5,0.014124311214060992,0.0012554735995655708,0.007689892406813281,110793.41227950678,-0.028214076905488543
2019-05-16,184.92999267578125,False,19.762500762939453,True,,,149372.07973010122,0.5,0.010049682531507287,-0.008777391200529006,0.0006361456654891406,110828.65265399996,-0.027904978204108574
2019-05-17,183.0399932861328,False,19.5625,True,,,147852.13013048144,0.5,-0.010220080379076069,-0.01012021531781615,-0.01017014784844611,110265.08076233233,-0.03284815325130988
2019-05-20,179.9499969482422,False,19.549999237060547,True,,,146426.0050775765,0.5,-0.016881536556113574,-0.0006390166358826166,-0.008760276595998095,109782.10445915328,-0.037084412095234325
2019-05-21,181.8300018310547,False,19.600000381469727,True,,,147436.42884716904,0.5,0.010447373796584447,0.0025576033943977006,0.006502488595491074,110139.0329002706,-0.03395373828084878
2019-05-22,181.02000427246094,False,19.600000381469727,True,,,147073.62423437537,0.5,-0.004454696972100103,0.0,-0.0022273484860500514,110016.37389617789,-0.035029599120095956
2019-05-23,178.25,False,19.237499237060547,False,,,144612.3738443323,0.0,-0.015302199796060623,-0.01849495598744455,-0.016898577891752586,110016.37389617789,-0.035029599120095956
2019-05-24,178.16000366210938,False,19.337499618530273,False,,,144908.76535193567,0.0,-0.0005048882911115049,0.00519820067241783,0.0023466561906531624,110016.37389617789,-0.035029599120095956
2019-05-28,177.49000549316406,False,19.274999618530273,False,,,144398.22991984553,0.0,-0.003760654216285242,-0.003232062119350121,-0.0034963581678176814,110016.37389617789,-0.035029599120095956
2019-05-29,176.02999877929688,False,19.1875,False,,,143449.6693220795,0.0,-0.008225853111055392,-0.004539539313202057,-0.0063826962121287245,110016.37389617789,-0.035029599120095956
2019-05-30,176.77000427246094,False,19.350000381469727,False,,,144328.2632267673,0.0,0.004203860127794945,0.008469075255751246,0.0063364676917730955,110016.37389617789,-0.035029599120095956
2019-05-31,173.9499969482422,False,19.612499237060547,True,,,143948.99310616573,0.5,-0.015952974238051087,0.013565832062835348,-0.0011935710876078698,109950.71771465492,-0.03560547950553975
2019-06-03,170.1199951171875,False,19.637500762939453,True,,,142317.68379554397,0.5,-0.022017832125598047,0.001274775110336801,-0.010371528507630623,109380.53921304892,-0.04060660213649534
2019-06-04,174.91000366210938,False,19.512500762939453,True,,,144042.29287118145,0.5,0.028156646381410244,-0.00636537212698185,0.010895637127214197,109976.42454507112,-0.03538000097381249
2019-06-05,176.2100067138672,False,19.575000762939453,True,,,144835.01270635024,0.5,0.007432411094502989,0.003203074826713559,0.005317742960608274,110268.83772379984,-0.03281520036907068
2019-06-06,177.61000061035156,False,19.424999237060547,False,,,144957.02593398906,0.0,0.007945030606336223,-0.007662912900769703,0.00014105885278326014,110268.83772379984,-0.03281520036907068
2019-06-10,183.14999389648438,True,19.762500762939453,True,,,148574.8035395196,1.0,0.03119189948254486,0.01737459660924956,0.02428324804589721,112946.52326197966,-0.00932881197341139
2019-06-11,183.39999389648438,True,19.850000381469727,True,,,148981.3921120063,1.0,0.0013650014104904518,0.004427558008972321,0.0028962797097313864,113273.64798558803,-0.006459551112514522
2019-06-12,182.33999633789062,True,19.924999237060547,True,,,148759.13182216967,1.0,-0.005779703347166043,0.0037782798060213008,-0.0010007117705723712,113160.29371275318,-0.007453798734256034
2019-06-13,183.4199981689453,True,19.762500762939453,True,,,148695.74068863015,1.0,0.005923011148104562,-0.00815550716904656,-0.0011162480104709993,113033.97876003201,-0.00856172645671938
2019-06-14,182.63999938964844,True,19.725000381469727,True,,,148220.10887002666,1.0,-0.004252528552412427,-0.0018975524362813134,-0.00307504049434687,112686.39469810776,-0.011610439295510398
2019-06-17,183.74000549316406,True,19.674999237060547,True,,,148544.45669393466,1.0,0.0060228104861566045,-0.0025349122150665204,0.001743949135545042,112882.91403872921,-0.009886738175538054
2019-06-18,186.41000366210938,True,19.725000381469727,True,,,149908.72499706212,1.0,0.014531392669652643,0.0025413543251882054,0.008536373497420424,113846.52475444101,-0.0014347615678552371
2019-06-19,187.11000061035156,True,20.1875,True,,,151779.49715856608,1.0,0.0037551469046210872,0.023447381981536397,0.013601264443078742,115394.98144355167,0.0
2019-06-20,188.85000610351562,True,20.212499618530273,True,,,152643.0338227711,1.0,0.009299371960280967,0.0012383711965460176,0.005268871578413492,116002.98278157116,0.0
2019-06-21,188.57000732421875,True,20.212499618530273,True,,,152517.62005130015,1.0,-0.0014826516825390268,0.0,-0.0007413258412695134,115916.98677277083,-0.0007413258412695738
2019-06-24,188.16000366210938,True,20.299999237060547,True,,,152628.58751908902,1.0,-0.002174278231873994,0.004328985537743968,0.001077353652934987,116041.87036190768,0.0
2019-06-25,184.92999267578125,True,20.1875,True,,,150803.05355549883,1.0,-0.0171662995507188,-0.0055418345462380225,-0.011354067048478411,114724.32318538775,-0.011354067048478352
2019-06-26,185.7899932861328,True,20.087499618530273,True,,,150851.5533367095,1.0,0.004650411747213479,-0.004953579267850228,-0.0001515837603183745,114706.93284107934,-0.011503929716618535
2019-06-27,186.5,True,20.375,True,,,152137.58594984206,1.0,0.003821555194168713,0.014312402585163753,0.009066978889666233,115746.97817964776,-0.0025412567148411338
2019-06-28,186.74000549316406,True,20.225000381469727,True,,,151740.0371896666,1.0,0.0012868927247402517,-0.00736194446774352,-0.003037525871501634,115395.39373887895,-0.00557106345332529
2019-07-01,189.25999450683594,True,20.662500381469727,True,,,154341.82506812882,1.0,0.013494639282122689,0.021631643596943473,0.01756314143953308,117422.09936058547,0.0
2019-07-02,190.00999450683594,True,20.612499237060547,True,,,154509.40226042914,1.0,0.003962802608941773,-0.0024198980513520096,0.0007714522787948819,117512.68490671809,0.0
2019-07-03,191.44000244140625,True,20.375,True,,,154350.25394363928,1.0,0.007525961664710534,-0.011522098040082973,-0.0019980681876862194,117277.88654935638,-0.001998068187686231
2019-07-05,191.0500030517578,True,20.475000381469727,True,,,154512.27160051296,1.0,-0.002037188595250927,0.004907994182563158,0.0014354027936561153,117446.2275553434,-0.0005655334266887129
2019-07-08,189.7100067138672,True,20.399999618530273,True,,,153659.54833153856,1.0,-0.007013851434106488,-0.0036630408567577266,-0.0053384461454321075,116819.24719455504,-0.0059009605023790076
2019-07-09,190.66000366210938,True,20.375,True,,,154000.8860324648,1.0,0.005007626981295976,-0.0012254715194977006,0.0018910777308991378,117040.16147146506,-0.004021041946476797
2019-07-10,192.55999755859375,True,20.549999237060547,True,,,155441.13203479294,1.0,0.009965351201039363,0.008588919610333479,0.00927713540568642,118125.95889733925,0.0
2019-07-11,192.4199981689453,True,20.712499618530273,True,,,155925.56446655034,1.0,-0.0007270429550448876,0.007907561435655408,0.0035902592403052602,118550.06171279034,0.0
2019-07-12,193.52999877929688,True,20.6875,True,,,156338.56913247082,1.0,0.005768634346295931,-0.0012069822083621284,0.0022808260689669013,118820.4537840225,0.0
2019-07-15,194.14999389648438,True,20.799999237060547,True,,,156995.0553788889,1.0,0.0032036124688583634,0.005438029586008364,0.004320821027433364,119333.85569922169,0.0
2019-07-16,193.14999389648438,True,20.837499618530273,True,,,156673.41100691078,1.0,-0.005150656870652193,0.0018029030214055108,-0.001673876924623341,119134.10551184042,-0.0016738769246234565
2019-07-17,192.1999969482422,True,20.700000762939453,True,,,155784.94041054082,1.0,-0.004918441513134697,-0.006598625464090957,-0.005758533488612827,118448.06777561456,-0.007422771336909953
2019-07-18,192.4199981689453,True,20.674999237060547,True,,,155799.30055912136,1.0,0.0011446473683471847,-0.0012078031380399201,-3.15778848463677e-05,118444.32743617008,-0.007454114826337731
2019-07-19,191.00999450683594,True,20.75,True,,,155420.2760597262,1.0,-0.007327739712747472,0.0036276065638256583,-0.0018500665744609068,118225.19754504591,-0.009290390792116236
2019-07-22,192.52999877929688,True,20.850000381469727,True,,,156437.80017055658,1.0,0.007957721146400809,0.004819295492517028,0.006388508319458919,118980.4802031321,-0.002961234211523882
2019-07-23,193.7899932861328,True,20.899999618530273,True,,,157170.50973738177,1.0,0.006544406143586423,0.002398044899077467,0.004471225521331945,119512.46876275667,0.0
2019-07-24,195.14999389648438,True,20.887500762939453,True,,,157737.58158298006,1.0,0.007017909373387976,-0.0005980313788971348,0.0032099389972454206,119896.0964968953,0.0
2019-07-25,193.3000030517578,True,20.950000762939453,True,,,157119.3930718316,1.0,-0.009479840648664695,0.002992220118114508,-0.0032438102652750933,119507.17630831226,-0.0032438102652750816
2019-07-26,195.2899932861328,True,20.8125,True,,,157547.76065385755,1.0,0.010294827744219859,-0.006563282001530668,0.0018657728713445954,119730.14955579932,-0.001384089607123144
2019-07-29,194.6199951171875,True,20.862499237060547,True,,,157416.01052200526,1.0,-0.0034307859694769904,0.002402365744650803,-0.0005142101124130938,119668.58310213698,-0.0018975880066638782
2019-07-30,193.77999877929688,True,20.799999237060547,True,,,156829.33150256044,1.0,-0.004316084466988279,-0.002995805981335864,-0.0036559452241620716,119231.08131726249,-0.00554659575301548
2019-07-31,191.10000610351562,False,20.700000762939453,True,,,155292.24540391576,0.5,-0.013830078917657529,-0.004807619124471918,-0.009318849021064723,118675.53309455556,-0.010180176319346224
2019-08-01,190.14999389648438,False,20.575000762939453,True,,,154445.85166078474,0.5,-0.004971282975871016,-0.006038647120428897,-0.005504965048149957,118348.88076367752,-0.012904638086010193
2019-08-02,187.35000610351562,False,20.237499237060547,True,,,152055.34520126338,0.5,-0.0147251532098025,-0.01640347574065848,-0.01556431447523049,117427.8711646788,-0.02058636940094559
2019-08-05,180.72999572753906,False,20.037500381469727,True,,,148416.79094122967,0.5,-0.03533498884605768,-0.009882587430791179,-0.02260878813842443,116100.42023432459,-0.03165804703799517
2019-08-06,183.25999450683594,False,20.024999618530273,True,,,149507.90823154064,0.5,0.013998776291186399,-0.0006238683818573509,0.006687453954664524,116488.6283415417,-0.028420175926593596
2019-08-07,184.25,False,19.924999237060547,False,,,149614.63827612638,0.0,0.0054021910009778296,-0.004993776947550654,0.0002042070267135876,116488.6283415417,-0.028420175926593596
2019-08-08,188.25999450683594,False,20.162500381469727,True,,,152210.41514846613,0.5,0.021763877920412122,0.011919756763022926,0.016841817341717524,117469.56844199942,-0.020238590961622494
2019-08-12,184.35000610351562,False,20.149999618530273,True,,,150417.0088604071,0.5,-0.020769088055924367,-0.0006200006300280947,-0.010694544342976231,116841.42668767279,-0.02547764187887145
2019-08-13,188.38999938964844,False,19.924999237060547,False,,,151468.97827949031,0.0,0.021914798765259036,-0.011166272244631292,0.005374263260313872,116841.42668767279,-0.02547764187887145
2019-08-14,182.75999450683594,False,20.075000762939453,True,,,149452.30810909206,0.5,-0.029884839434432653,0.007528307735134243,-0.011178265849649205,116188.38442278924,-0.03092437687662396
2019-08-15,182.5500030517578,False,19.850000381469727,False,,,148600.674175233,0.0,-0.0011490012113688497,-0.011207988688354154,-0.006178494949861502,116188.38442278924,-0.03092437687662396
2019-08-16,185.47999572753906,False,20.087499618530273,True,,,150712.70286361937,0.5,0.016050356761432294,0.011964696851202827,0.01400752680631756,117002.14037748172,-0.02413720049249917
2019-08-19,188.42999267578125,False,20.200000762939453,True,,,152412.82264324976,0.5,0.015904663662897667,0.0056005548995954335,0.01075260928124655,117631.17952775602,-0.01889066479489546
2019-08-20,186.97000122070312,False,20.25,True,,,151927.22797786255,0.5,-0.007748190372167785,0.0024752096619857777,-0.0026364903550910035,117476.11279261456,-0.020184007444674513
2019-08-21,188.6300048828125,True,20.274999618530273,True,,,152754.93115957043,1.0,0.008878449223252094,0.0012345490632232892,0.0050564991432376916,118070.13065630129,-0.015229568717788045
2019-08-22,188.02000427246094,True,20.225000381469727,True,,,152313.35924054467,1.0,-0.003233847185290184,-0.0024660536622082008,-0.0028499504237491924,117733.63663740524,-0.018036115625716442
2019-08-23,182.07000732421875,False,20.25,True,,,149732.48014258285,0.5,-0.031645552670129806,0.0012360750585289626,-0.015204738805800422,116838.58204054087,-0.025501367815036455
2019-08-26,184.82000732421875,False,19.912500381469727,False,,,149827.86558818974,0.0,0.01510408024042631,-0.016666647828655456,-0.0007812837941145734,116838.58204054087,-0.025501367815036455
2019-08-27,184.42999267578125,False,19.962499618530273,False,,,149821.52239327045,0.0,-0.0021102404121936535,0.0025109471991309196,0.000200353393468633,116838.58204054087,-0.025501367815036455
2019-08-28,185.08999633789062,False,20.100000381469727,False,,,150580.10901785817,0.0,0.003578613502791983,0.00688795319058233,0.0052332833466871564,116838.58204054087,-0.025501367815036455
2019-08-29,187.9199981689453,True,20.137500762939453,True,,,151973.95417615387,1.0,0.015289869182818494,0.0018656905849763206,0.008577779883897407,117840.79767923131,-0.017142333050994815
2019-08-30,187.47000122070312,True,20.462499618530273,True,,,152866.6690302649,1.0,-0.0023946197989935802,0.016138986630800822,0.006872183415903621,118650.62125475938,-0.01038795489199418
2019-09-03,185.64999389648438,False,20.299999237060547,True,,,151504.33336367283,0.5,-0.009708258987399798,-0.00794137492970659,-0.008824816958553194,118127.08624746343,-0.014754527471023038
2019-09-04,188.3300018310547,True,20.537500381469727,True,,,153504.39823879453,1.0,0.01443580944077305,0.011699564203706325,0.013067686822239688,119670.73401576898,-0.0018796481929848705
2019-09-05,191.77999877929688,True,20.75,True,,,155765.16734854027,1.0,0.018318891916844438,0.010346907587741594,0.014332899752293016,121385.96264970033,0.0
2019-09-06,191.58999633789062,True,20.875,True,,,156100.93909199076,1.0,-0.0009907312682012615,0.006024096385542244,0.002516682558670491,121691.45258476825,0.0
2019-09-10,190.63999938964844,True,20.850000381469727,True,,,155591.25379585862,1.0,-0.004958489307378855,-0.0011975865164203237,-0.0030780379118995893,121316.88168015821,-0.00307803791189951
2019-09-11,192.42999267578125,True,20.862499237060547,True,,,156435.0902965776,1.0,0.00938938990696414,0.0005994654849947878,0.004994427695979464,121922.79007401146,0.0
2019-09-12,193.22999572753906,True,20.975000381469727,True,,,157172.21000929785,1.0,0.004157371938924959,0.005392505621250265,0.004774938780087612,122504.96393251234,0.0
2019-09-16,191.67999267578125,True,21.100000381469727,True,,,156898.8262193731,1.0,-0.008021544718881946,0.005959475457765873,-0.0010310346305580365,122378.65707228267,-0.0010310346305579254
