,qqq_close,tw0050_close,qqq_20ma,tw0050_120ma,market_score,qqq_above_20ma,tw0050_above_120ma,ms_bullish,ms_bearish,ms_neutral,entry_signal,exit_signal,position_size,portfolio_value,cash,qqq_value,tw0050_value,buy_hold_qqq_value,buy_hold_tw0050_value,buy_hold_value,cummax,drawdown
2016-01-19,101.05999755859375,14.3125,108.17550010681153,15.566770871480307,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45265.6096233575,48190.23445231545,93455.84407567295,100000.0,0.0
2016-01-20,100.75,13.975000381469727,107.72150001525878,15.54541670481364,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45126.75915026736,47053.872129552765,92180.63127982013,100000.0,0.0
2016-01-21,100.8499984741211,13.949999809265137,107.21149978637695,15.525729203224182,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45171.54929475428,46969.69512092526,92141.24441567954,100000.0,0.0
2016-01-22,103.7699966430664,14.137499809265137,106.81099967956543,15.50750002861023,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,46479.440650478515,47601.008236021094,94080.44888649961,100000.0,0.0
2016-01-25,102.2300033569336,14.387499809265137,106.29199981689453,15.490520866711934,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45789.66490738825,48442.759056148876,94232.42396353712,100000.0,0.0
2016-01-26,103.1500015258789,14.25,105.82000007629395,15.473854200045269,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,46201.73970429825,47979.79674728351,94181.53645158175,100000.0,0.0
2016-01-27,100.58000183105469,14.3125,105.22250022888184,15.458333373069763,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45050.61556291271,48190.23445231545,93240.85001522816,100000.0,0.0
2016-01-28,102.0,14.387499809265137,104.60750007629395,15.443750031789143,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45686.644499526265,48442.759056148876,94129.40355567515,100000.0,0.0
2016-01-29,104.12999725341797,14.75,104.15050010681152,15.432187525431315,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,46640.6879044466,49663.298387539064,96303.98629198567,100000.0,0.0
2016-02-01,104.41000366210938,14.887499809265137,103.77800025939942,15.4240625222524,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,46766.10509318653,50126.26069640444,96892.36578959097,100000.0,0.0
2016-02-02,102.1500015258789,14.837499618530273,103.41050033569336,15.415312520662944,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45753.83142489113,49957.90989017397,95711.7413150651,100000.0,0.0
2016-02-03,101.66000366210938,14.737500190734863,103.02800064086914,15.406250023841858,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,45534.35732481695,49621.21148873759,95155.56881355454,100000.0,0.0
2016-02-16,100.2300033569336,15.0625,100.54700088500977,15.393333355585733,,False,False,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,44893.848348574014,50715.48691269879,95609.3352612728,100000.0,0.0
2016-02-17,102.5,14.987500190734863,100.61900100708007,15.389895860354105,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,45910.59863922982,50462.96230886537,96373.5609480952,100000.0,0.0
2016-02-18,101.33000183105469,15.225000381469727,100.64800109863282,15.38885419368744,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,45386.54677246805,51262.62623019167,96649.17300265972,100000.0,0.0
2016-02-19,101.62999725341797,15.212499618530273,100.68700103759765,15.391041692097982,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,45520.917205928796,51220.53612036564,96741.45332629443,100000.0,0.0
2016-02-22,103.27999877929688,15.199999809265137,100.66250114440918,15.397916690508525,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,46259.966550404344,51178.449221564166,97438.41577196852,100000.0,0.0
2016-02-23,101.58000183105469,15.212499618530273,100.63000106811523,15.399687520662944,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,45498.523842319824,51220.53612036564,96719.05996268547,100000.0,0.0
2016-02-24,102.55000305175781,15.074999809265137,100.60000114440918,15.399583355585735,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,45932.99542010777,50757.573811500275,96690.56923160804,100000.0,0.0
2016-02-25,103.55999755859375,15.274999618530273,100.74900093078614,15.401562515894572,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,46385.3803218753,51430.97382539759,97816.35414727288,100000.0,0.0
2016-02-26,103.43000030517578,15.3125,100.82050094604492,15.400416684150695,,True,False,False,False,False,False,False,0.0,100000.0,100000.0,0.0,0.0,46327.153475769206,51557.23773282657,97884.39120859577,100000.0,0.0
2016-03-01,105.79000091552734,15.462499618530273,100.80800094604493,15.399479182561238,,True,True,False,False,False,True,False,1.0,100000.0,0.0,50000.0,50000.0,47384.217288551525,52062.286940493424,99446.50422904495,100000.0,0.0
2016-03-02,105.83000183105469,15.587499618530273,100.99200096130372,15.400729179382324,,True,True,False,False,False,True,False,1.0,100423.10953977253,0.0,50018.905811126366,50404.20372864617,47402.13402980009,52483.162350557315,99885.29638035741,100423.10953977253,0.0
