,qqq_close,tw0050_close,qqq_20ma,tw0050_120ma,market_score,qqq_above_20ma,tw0050_above_120ma,ms_bullish,ms_bearish,ms_neutral,entry_signal,exit_signal,position_size,portfolio_value,cash,qqq_value,tw0050_value,buy_hold_qqq_value,buy_hold_tw0050_value,buy_hold_value,cummax,drawdown
2018-08-27,184.33999633789062,21.387500762939453,180.4995002746582,20.6326042175293,,True,True,False,False,False,True,False,1.0,134522.5596282506,0.0,67599.90646232115,66922.65316592944,82567.41058561944,72011.7852307513,154579.19581637072,140535.49175491848,-0.04278586178894865
2018-08-28,184.61000061035156,21.5625,180.90750045776366,20.64114588101705,,True,True,False,False,False,True,False,1.0,135169.15588499064,0.0,67698.92058798778,67470.23529700287,82688.34773472998,72601.0082360211,155289.3559707511,140535.49175491848,-0.038184915446741734
2018-08-29,186.74000549316406,21.8125,181.3885009765625,20.652500041325887,,True,True,False,False,False,True,False,1.0,136732.52034898667,0.0,68480.0214543374,68252.49889464928,83642.3945569193,73442.75905614888,157085.15361306816,140535.49175491848,-0.027060576360054683
2018-08-30,186.41000366210938,21.887500762939453,181.7325012207031,20.662500047683714,,True,True,False,False,False,True,False,1.0,136846.18579432246,0.0,68359.0054331002,68487.18036122226,83494.5840045704,73695.28687100684,157189.87087557724,140535.49175491848,-0.026251773943551854
2018-08-31,186.64999389648438,21.737499237060547,182.0610008239746,20.67104171117147,,True,True,False,False,False,True,False,1.0,136464.8304434588,0.0,68447.01301538247,68017.81742807632,83602.07761752381,73190.2312412909,156792.3088588147,140535.49175491848,-0.02896536142313818
2018-09-04,185.85000610351562,21.75,182.29650115966797,20.680104207992553,,True,True,False,False,False,True,False,1.0,136210.57994221384,0.0,68153.64694697614,68056.93299523769,83243.75646162848,73232.32135111693,156476.0778127454,140535.49175491848,-0.03077451652033142
2018-09-05,183.4499969482422,21.75,182.37900085449218,20.685729201634725,,True,True,False,False,False,True,False,1.0,135330.46495019755,0.0,67273.53195495988,68056.93299523769,82168.77249032861,73232.32135111693,155401.09384144554,140535.49175491848,-0.03703709817159948
2018-09-06,181.80999755859375,21.625,182.36850051879884,20.690416701634724,,False,True,False,False,False,False,False,0.0,134337.92375818285,134337.92375818285,-1.0334701844305627e-11,0.0,81434.20318548246,72811.44594105304,154245.6491265355,140535.49175491848,-0.044099664215382965
2018-09-07,181.11000061035156,21.600000381469727,182.32850036621093,20.695625034968057,,False,True,False,False,False,False,False,0.0,134337.92375818285,134337.92375818285,-1.0294911624575409e-11,0.0,81120.66875680507,72727.27214345009,153847.94090025517,140535.49175491848,-0.044099664215382965
2018-09-10,181.72000122070312,21.5,182.38850021362305,20.700104204813638,,False,True,False,False,False,False,False,0.0,134337.92375818285,134337.92375818285,-1.0329586144774972e-11,0.0,81393.89308062493,72390.57053098915,153784.46361161408,140535.49175491848,-0.044099664215382965
2018-09-11,183.1199951171875,21.412500381469727,182.52849960327148,20.703958368301393,,True,True,False,False,False,True,False,1.0,134337.92375818285,0.0,67168.96187909141,67168.96187909142,82020.96193797971,72095.95902835425,154116.92096633394,140535.49175491848,-0.044099664215382965
2018-09-12,182.5800018310547,21.387500762939453,182.58499984741212,20.7075000445048,,False,True,False,False,False,False,False,0.0,134061.43119805044,134061.43119805044,1.0378471519689736e-11,9.725909314028947e-12,81779.09447429657,72011.7852307513,153790.87970504788,140535.49175491848,-0.04606708580177187
2018-09-13,184.52999877929688,21.237499237060547,182.85,20.71041669845581,,True,True,False,False,False,True,False,1.0,134061.43119805047,0.0,67030.71559902524,67030.71559902524,82652.51425223285,71506.72960103533,154159.24385326818,140535.49175491848,-0.046067085801771664
2018-09-14,183.99000549316406,21.625,183.05849990844726,20.719583368301393,,True,True,False,False,False,True,False,1.0,135088.32477411523,0.0,66834.56247147093,68253.76230264432,82410.64678854971,72811.44594105304,155222.09272960277,140535.49175491848,-0.03876008055176998
2018-09-17,181.33999633789062,21.462499618530273,183.13249969482422,20.72718753814697,,False,True,False,False,False,False,False,0.0,133612.8154217006,133612.8154217006,0.0,-9.760014844928389e-12,81223.68574739808,72264.30662356016,153487.99237095824,140535.49175491848,-0.04925927427137353
2018-09-18,182.83999633789062,21.350000381469727,183.28949966430665,20.731354204813638,,False,True,False,False,False,False,False,0.0,133612.8154217006,133612.8154217006,0.0,-9.708856114898357e-12,81895.54816650876,71885.5213233223,153781.06948983105,140535.49175491848,-0.04925927427137353
2018-09-19,182.6999969482422,21.537500381469727,183.40649948120117,20.739479207992552,,False,True,False,False,False,False,False,0.0,133612.8154217006,133612.8154217006,0.0,-9.794121243189569e-12,81832.84128077328,72516.83443841814,154349.67571919144,140535.49175491848,-0.04925927427137353
2018-09-20,184.72000122070312,21.475000381469727,183.58949966430663,20.74739588101705,,True,True,False,False,False,True,False,1.0,133612.8154217006,0.0,66806.4077108503,66806.40771085028,82737.61791884628,72306.3967333862,155044.01465223246,140535.49175491848,-0.04925927427137353
2018-09-21,183.7100067138672,21.712499618530273,183.7349998474121,20.75572921435038,,False,True,False,False,False,False,False,0.0,133986.37216614382,133986.37216614382,1.0442704860558205e-11,9.873701682650005e-12,82285.23301707876,73106.05744368794,155391.2904607667,140535.49175491848,-0.046601178869432824
2018-09-25,184.13999938964844,21.774999618530273,183.79550018310547,20.765833377838135,,True,True,False,False,False,True,False,1.0,133986.37216614385,0.0,66993.18608307192,66993.18608307192,82477.8302966456,73316.49514871989,155794.32544536548,140535.49175491848,-0.046601178869432616
2018-09-26,184.27000427246094,21.725000381469727,183.77850036621095,20.77708338101705,,True,True,False,False,False,True,False,1.0,133879.8419358033,0.0,67040.48401581241,66839.35791999089,82536.06056002068,73148.14755351398,155684.20811353467,140535.49175491848,-0.04735920966300843
2018-09-27,185.8300018310547,21.837499618530273,183.73300018310547,20.78781255086263,,True,True,False,False,False,True,False,1.0,134793.51122410345,0.0,67608.03700309609,67185.47422100736,83234.7963823697,73526.93285375183,156761.72923612152,140535.49175491848,-0.04085786771094474
2018-09-28,185.7899932861328,21.725000381469727,183.70199966430664,20.796979220708213,,True,True,False,False,False,True,False,1.0,134432.8391508281,0.0,67593.48123083722,66839.35791999089,83216.87622385217,73148.14755351398,156365.02377736615,140535.49175491848,-0.04342428042826974
2018-10-01,186.1699981689453,21.837499618530273,183.6779998779297,20.80635422070821,,True,True,False,False,False,True,False,1.0,134917.20753130107,0.0,67731.7333102937,67185.47422100736,83387.08355707902,73526.93285375183,156914.01641083084,140535.49175491848,-0.039977689290155945
2018-10-02,185.75,21.512500762939453,183.6729995727539,20.813750060399375,,True,True,False,False,False,True,False,1.0,133764.51043462293,0.0,67578.9310099789,66185.57942464405,83198.96289987258,72432.66064081519,155631.62354068778,140535.49175491848,-0.04817986713351768
2018-10-03,185.9499969482422,21.487499237060547,183.7979995727539,20.820937554041546,,True,True,False,False,False,True,False,1.0,133760.35269200685,0.0,67651.69321707159,66108.65947493527,83288.54318884642,72348.48042116311,155637.02361000952,140535.49175491848,-0.04820945213417595
2018-10-04,182.3800048828125,21.225000381469727,183.82649993896484,20.826354217529296,,False,True,False,False,False,False,False,0.0,131653.92370520296,131653.92370520296,0.0,0.0,81689.51418532274,71464.64591325841,153154.16009858117,140535.49175491848,-0.06319804299119104
2018-10-05,180.14999389648438,20.862499237060547,183.77849960327148,20.830625041325888,,False,True,False,False,False,False,False,0.0,131653.92370520296,131653.92370520296,0.0,0.0,80690.67380137753,70244.10337084366,150934.7771722212,140535.49175491848,-0.06319804299119104
2018-10-08,179.0500030517578,20.75,183.6449996948242,20.833541711171467,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,80197.97879475247,69865.3180706058,150063.29686535828,140535.49175491848,-0.06319804299119104
2018-10-09,179.6300048828125,20.8125,183.47050018310546,20.834791707992554,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,80457.76641695315,70075.75577563775,150533.5221925909,140535.49175491848,-0.06319804299119104
2018-10-11,169.60000610351562,19.350000381469727,182.18150024414064,20.827812544504802,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,75965.24692126278,65151.51476230005,141116.76168356283,140535.49175491848,-0.06319804299119104
2018-10-12,174.32000732421875,20.012500762939453,181.69800033569337,20.82802089055379,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,78079.37454682741,67382.1557200485,145461.53026687593,140535.49175491848,-0.06319804299119104
2018-10-15,172.2100067138672,19.799999237060547,181.2415008544922,20.82729171117147,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,77134.28780389688,66666.6623853006,143800.9501891975,140535.49175491848,-0.06319804299119104
2018-10-16,177.22000122070312,19.825000762939453,180.96050109863282,20.82729171117147,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,79378.30582329289,66750.84260495266,146129.14842824556,140535.49175491848,-0.06319804299119104
2018-10-17,177.2899932861328,19.850000381469727,180.69000091552735,20.82802087465922,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,79409.65584889165,66835.01640255562,146244.67225144728,140535.49175491848,-0.06319804299119104
2018-10-18,173.17999267578125,19.787500381469727,180.11300048828124,20.8279167175293,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,77568.75254714687,66624.57869752367,144193.33124467055,140535.49175491848,-0.06319804299119104
2018-10-19,173.02000427246094,19.825000762939453,179.57850036621093,20.826458390553793,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,77497.09241669058,66750.84260495266,144247.93502164324,140535.49175491848,-0.06319804299119104
2018-10-22,173.91000366210938,19.799999237060547,179.079500579834,20.82604171435038,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,77895.73051198138,66666.6623853006,144562.39289728197,140535.49175491848,-0.06319804299119104
2018-10-23,173.27000427246094,19.4375,178.5360008239746,20.824375041325887,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,77609.06948654234,65446.12626493496,143055.1957514773,140535.49175491848,-0.06319804299119104
2018-10-24,165.33999633789062,19.350000381469727,177.5895004272461,20.821145884195964,,False,False,False,False,False,False,True,0.0,131653.92370520296,131653.92370520296,0.0,0.0,74057.15327688416,65151.51476230005,139208.6680391842,140535.49175491848,-0.06319804299119104
