,qqq_close,tw0050_close,qqq_20ma,tw0050_120ma,market_score,qqq_above_20ma,tw0050_above_120ma,market_score_bullish,entry_signal,exit_signal,position,portfolio_value,cash,qqq_value,tw0050_value,buy_hold_qqq_value,buy_hold_tw0050_value,buy_hold_value,cummax,drawdown
2021-11-10,389.510009765625,35.125,383.33949890136716,34.329166634877524,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89247.09183089105,78755.60807559465,168002.69990648568,100000.0,0.0
2021-11-11,390.5899963378906,34.8125,384.5374984741211,34.343541622161865,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89494.54544793446,78054.93540588295,167549.48085381743,100000.0,0.0
2021-11-12,394.70001220703125,34.92499923706055,385.8254989624023,34.35927079518636,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90436.25927942323,78307.17585635252,168743.43513577577,100000.0,0.0
2021-11-15,394.6099853515625,35.23749923706055,386.9234985351562,34.37291663487752,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90415.63173498066,79007.84852606422,169423.48026104487,100000.0,0.0
2021-11-16,397.4200134277344,35.29999923706055,388.0209991455078,34.386874961853025,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91059.48382471873,79147.98306000656,170207.4668847253,100000.0,0.0
2021-11-17,397.6300048828125,35.412498474121094,389.153498840332,34.40374994277954,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91107.59844617952,79400.22351047613,170507.82195665565,100000.0,0.0
2021-11-18,401.75,35.61249923706055,390.37749938964845,34.41760409673055,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92051.59878852683,79848.65572971826,171900.25451824508,100000.0,0.0
2021-11-19,403.989990234375,35.70000076293945,391.8719985961914,34.42947909037272,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92564.84006380974,80044.84749849081,172609.68756230053,100000.0,0.0
2021-11-22,399.29998779296875,35.61249923706055,392.9404983520508,34.439374923706055,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91490.2358993952,79848.65572971826,171338.89162911347,100000.0,0.0
2021-11-23,397.4800109863281,35.275001525878906,393.85849914550784,34.44645827611287,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91073.23085942182,79091.93437830954,170165.16523773136,100000.0,0.0
2021-11-24,398.760009765625,35.125,394.79649963378904,34.45249993006389,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91366.51258706747,78755.60807559465,170122.1206626621,100000.0,0.0
2021-11-26,391.20001220703125,34.537498474121094,395.14550018310547,34.461562410990396,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89634.31629059973,77438.34003528339,167072.65632588312,100000.0,0.0
2021-11-29,399.69000244140625,34.537498474121094,395.82450103759766,34.46499989827474,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91579.59861735317,77438.34003528339,169017.93865263654,100000.0,0.0
2021-11-30,393.82000732421875,34.5,396.14400177001954,34.470208231608076,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90234.6267805941,77354.26273617125,167588.88951676537,100000.0,0.0
2021-12-01,387.1199951171875,35.07500076293945,396.0475021362305,34.47583322525024,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88699.4759764625,78643.50215906742,167342.9781355299,100000.0,0.0
2021-12-02,389.9100036621094,35.45000076293945,395.8840026855469,34.48354155222575,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89338.74105970758,79484.30936272144,168823.05042242902,100000.0,0.0
2021-12-03,383.1300048828125,35.4375,395.12950286865237,34.48958320617676,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87785.26320676785,79456.28074530634,167241.5439520742,100000.0,0.0
2021-12-06,386.20001220703125,35.337501525878906,394.50950317382814,34.49510405858358,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88488.68344942329,79232.06891225187,167720.75236167514,100000.0,0.0
2021-12-07,397.8299865722656,35.45000076293945,394.49800262451174,34.502395725250246,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91153.4195643938,79484.30936272144,170637.72892711524,100000.0,0.0
2021-12-08,399.6099853515625,35.587501525878906,394.7125015258789,34.511458237965904,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91561.2645761571,79792.60704802122,171353.8716241783,100000.0,0.0
2021-12-09,393.7300109863281,35.5,394.9235015869141,34.52666657765706,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90214.00622853948,79596.41527924869,169810.42150778818,100000.0,0.0
2021-12-10,398.010009765625,35.48749923706055,395.2945022583008,34.541458225250246,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91194.66766089099,79568.38666183357,170763.05432272458,100000.0,0.0
2021-12-13,392.260009765625,35.375,395.1725021362305,34.55072905222575,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89877.18989353809,79316.146211364,169193.3361049021,100000.0,0.0
2021-12-14,388.20001220703125,35.025001525878906,394.8520034790039,34.55781240463257,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88946.93658589385,78531.39624254017,167478.332828434,100000.0,0.0
2021-12-15,397.04998779296875,35.07500076293945,394.8335021972656,34.56479158401489,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90974.7011208658,78643.50215906742,169618.2032799332,100000.0,0.0
2021-12-16,386.8399963378906,35.51250076293945,394.2940017700195,34.574895763397215,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88635.32081705214,79624.44389666378,168259.76471371594,100000.0,0.0
2021-12-17,384.9100036621094,35.474998474121094,393.452001953125,34.583854071299235,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88193.10821853114,79540.35804441848,167733.46626294963,100000.0,0.0
2021-12-20,380.69000244140625,35.162498474121094,392.28700256347656,34.587395731608076,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87226.1938208827,78839.68537470678,166065.87919558948,100000.0,0.0
2021-12-21,389.2099914550781,35.462501525878906,391.78250274658205,34.59479157129923,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,89178.34966498769,79512.33798013655,168690.68764512424,100000.0,0.0
2021-12-22,393.95001220703125,35.462501525878906,391.6060028076172,34.602187410990396,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90264.41435324677,79512.33798013655,169776.7523333833,100000.0,0.0
2021-12-23,396.9200134277344,35.662498474121094,391.51400299072264,34.60854155222575,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90944.92054060109,79960.76164624549,170905.68218684656,100000.0,0.0
2021-12-27,403.4800109863281,36.037498474121094,392.1280029296875,34.62614571253459,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92447.99026883354,80801.56884989953,173249.55911873307,100000.0,0.0
2021-12-28,401.6099853515625,36.32500076293945,392.2240020751953,34.63958320617676,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92019.51771262767,81446.19283791419,173465.71055054187,100000.0,0.0
2021-12-29,401.54998779296875,36.48749923706055,392.6105010986328,34.65666653315226,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92005.7706779246,81810.53920491101,173816.3098828356,100000.0,0.0
2021-12-30,400.3500061035156,36.375,393.2720016479492,34.67020819981893,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,91730.82299147501,81558.29875444144,173289.12174591643,100000.0,0.0
2022-01-03,401.67999267578125,36.599998474121094,394.596501159668,34.683229033152266,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,92035.55825057725,82062.77965538058,174098.33790595783,100000.0,0.0
2022-01-04,396.4700012207031,37.400001525878906,395.11000061035156,34.702187379201256,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,90841.81078794003,83856.50853234906,174698.3193202891,100000.0,0.0
2022-01-05,384.2900085449219,37.32500076293945,394.43300170898436,34.717812379201256,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88051.05086500733,83688.34538099162,171739.39624599897,100000.0,0.0
2022-01-06,384.0199890136719,36.974998474121094,393.6535018920898,34.73447904586792,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87989.18221645552,82903.58685903462,170892.76907549013,100000.0,0.0
2022-01-07,379.8599853515625,36.650001525878906,392.9600006103516,34.751770718892416,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87036.01485351016,82174.894125041,169210.90897855116,100000.0,0.0
2022-01-10,380.1099853515625,36.88750076293945,392.06499938964845,34.77333323160807,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87093.296495569,82707.40364339524,169800.70013896422,100000.0,0.0
2022-01-11,385.82000732421875,37.07500076293945,391.7429992675781,34.797499910990396,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88401.6142347118,83127.80724522227,171529.42147993407,100000.0,0.0
2022-01-12,387.3500061035156,37.38750076293945,391.7004989624023,34.82229159673055,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,88752.17760441628,83828.47991493397,172580.65751935024,100000.0,0.0
2022-01-13,377.6600036621094,37.57500076293945,390.7309997558594,34.848645782470705,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,86531.9405988253,84248.88351676098,170780.8241155863,100000.0,0.0
2022-01-14,380.010009765625,37.57500076293945,390.3895004272461,34.877499961853026,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,87070.38943265582,84248.88351676098,171319.2729494168,100000.0,0.0
2022-01-18,370.54998779296875,37.57500076293945,389.67149963378904,34.94343748092651,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84902.84706263068,84248.88351676098,169151.73057939165,100000.0,0.0
2022-01-19,366.4800109863281,37.125,388.9610000610352,34.96843748092651,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83970.3072441279,83239.9131617495,167210.2204058774,100000.0,0.0
2022-01-20,361.7200012207031,37.275001525878906,387.5865005493164,34.995624987284344,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82879.66254176378,83576.2394644644,166455.90200622816,100000.0,0.0
2022-01-21,351.69000244140625,35.662498474121094,385.47350006103517,35.005520820617676,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80581.52334205936,79960.76164624549,160542.28498830483,100000.0,0.0
2022-01-24,353.29998779296875,36.0,383.29249877929686,35.0170833269755,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80950.41376057196,80717.4915507874,161667.90531135935,100000.0,0.0
2022-01-25,345.1099853515625,35.412498474121094,380.3739974975586,35.022083314259845,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79073.86660733393,79400.22351047613,158474.09011781006,100000.0,0.0
2022-01-26,344.57000732421875,35.38750076293945,377.5219985961914,35.02739582061768,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78950.14329500619,79344.17482877911,158294.3181237853,100000.0,0.0
2022-02-07,355.1300048828125,35.57500076293945,363.0509979248047,35.034687487284344,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81369.71929617978,79764.57843060613,161134.2977267859,100000.0,0.0
2022-02-08,359.1199951171875,35.724998474121094,362.0014984130859,35.04406248728434,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82283.93206587444,80100.89618018783,162384.82824606227,100000.0,0.0
2022-02-09,366.7300109863281,35.849998474121094,361.04699859619143,35.056041653951006,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84027.58888618671,80381.16524807252,164408.75413425924,100000.0,0.0
2022-02-10,358.42999267578125,36.26250076293945,359.6009979248047,35.07239583333333,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82125.83417440105,81306.05830397186,163431.8924783729,100000.0,0.0
2022-02-11,347.05999755859375,36.23749923706055,358.0709976196289,35.0890625,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79520.6662123479,81250.00106914165,160770.66728148956,100000.0,0.0
2022-02-14,347.489990234375,35.67499923706055,356.4449966430664,35.10375000635783,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79619.18895851598,79988.7902636606,159607.9792221766,100000.0,0.0
2022-02-15,356.1300048828125,35.51250076293945,355.72399749755857,35.11770833333333,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81598.84586441508,79624.44389666378,161223.28976107886,100000.0,0.0
2022-02-16,356.0400085449219,36.099998474121094,355.2019973754883,35.138645807902016,,True,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81578.22531236046,80941.70338384187,162519.92869620235,100000.0,0.0
2022-02-17,345.45001220703125,36.125,354.3884979248047,35.15864582061768,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79151.77579383532,80997.76061867208,160149.5364125074,100000.0,0.0
2022-02-18,341.510009765625,36.025001525878906,353.87949829101564,35.18427082697551,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78249.01655559725,80773.5487856176,159022.56534121485,100000.0,0.0
2022-02-22,338.0799865722656,35.462501525878906,353.11849822998045,35.22708333333333,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77463.10711233536,79512.33798013655,156975.4450924719,100000.0,0.0
2022-02-23,329.4200134277344,35.5625,352.33399963378906,35.24270833333333,,False,True,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75478.87718471917,79736.54981319103,155215.4269979102,100000.0,0.0
2022-02-24,340.489990234375,34.70000076293945,352.1299987792969,35.2484375,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78015.30298086896,77802.69495541338,155817.99793628234,100000.0,0.0
2022-02-25,345.7699890136719,34.625,352.3634979248047,35.2515625,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79225.09098145577,77634.53180405594,156859.62278551172,100000.0,0.0
2022-03-01,341.489990234375,35.11249923706055,351.035498046875,35.2563541730245,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78244.42954910426,78727.57945817955,156972.0090072838,100000.0,0.0
2022-03-02,347.2200012207031,34.912498474121094,350.12049865722656,35.25666666030884,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79557.3273023521,78279.14723893742,157836.47454128953,100000.0,0.0
2022-03-03,342.260009765625,34.98749923706055,348.8089996337891,35.255833307902016,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78420.86148177371,78447.31039029486,156868.17187206857,100000.0,0.0
2022-03-04,337.29998779296875,34.61249923706055,347.9964996337891,35.25052080154419,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77284.38866880735,77606.50318664082,154890.8918554482,100000.0,0.0
2022-03-07,324.8599853515625,33.5,346.33899841308596,35.23822914759318,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74434.05360056934,75112.11019309383,149546.16379366317,100000.0,0.0
2022-03-08,323.3500061035156,32.787498474121094,344.74999847412107,35.21583331425985,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74088.07723735787,73514.57308489789,147602.65032225574,100000.0,0.0
2022-03-09,334.989990234375,33.125,343.54349822998046,35.19489580790202,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,76755.10685557488,74271.30298943979,151026.40984501468,100000.0,0.0
2022-03-10,331.2699890136719,34.087501525878906,341.77049713134767,35.18333333333333,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75902.75574204409,76429.37823340509,152332.1339754492,100000.0,0.0
2022-03-11,324.3999938964844,33.599998474121094,340.0689971923828,35.1703125,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74328.65733704974,75336.32202614831,149664.97936319804,100000.0,0.0
2022-03-14,318.1700134277344,33.599998474121094,338.62449798583987,35.15802081425985,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72901.20329207218,75336.32202614831,148237.5253182205,100000.0,0.0
2022-03-15,328.1499938964844,32.912498474121094,337.6574981689453,35.136562474568684,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75187.88196793207,73794.84215278257,148982.72412071464,100000.0,0.0
2022-03-16,340.32000732421875,33.04999923706055,336.86699829101565,35.117291641235354,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77976.35538000622,74103.13983808235,152079.49521808856,100000.0,0.0
2022-03-17,344.44000244140625,34.099998474121094,336.28699798583983,35.106458282470705,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78920.35572235353,76457.39829768702,155377.75402004056,100000.0,0.0
2022-03-18,351.489990234375,34.025001525878906,336.58899688720703,35.09677079518636,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80535.69523145712,76289.24369946275,156824.93893091986,100000.0,0.0
2022-03-21,350.0799865722656,34.25,337.0174957275391,35.09031244913737,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80212.62593115882,76793.7246004019,157006.35053156072,100000.0,0.0
2022-03-22,356.9599914550781,34.20000076293945,337.9614959716797,35.08260412216187,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81789.01783939968,76681.61868387467,158470.63652327436,100000.0,0.0
2022-03-23,351.8299865722656,34.525001525878906,339.0819946289063,35.08447914123535,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80613.59742557057,77410.31997100146,158023.917396572,100000.0,0.0
2022-03-24,359.6499938964844,34.5,340.03999481201174,35.08447914123535,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82405.36886734363,77354.26273617125,159759.6316035149,100000.0,0.0
2022-03-25,359.3500061035156,34.54999923706055,340.71899566650393,35.08145831425985,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82336.63369382822,77466.3686526985,159803.00234652671,100000.0,0.0
2022-03-28,364.9100036621094,34.17499923706055,341.62449645996094,35.07458330790202,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83610.57685382539,76625.56144904446,160236.13830286986,100000.0,0.0
2022-03-29,371.19000244140625,34.212501525878906,343.1094970703125,35.07010415395101,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,85049.49142264748,76709.64730128976,161759.13872393724,100000.0,0.0
2022-03-30,367.0899963378906,34.63750076293945,344.1029968261719,35.07541666030884,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,84110.07109440521,77662.56042147103,161772.63151587624,100000.0,0.0
2022-03-31,362.5400085449219,34.525001525878906,345.1169967651367,35.07760416666667,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,83067.54800588982,77410.31997100146,160477.86797689128,100000.0,0.0
2022-04-01,361.8500061035156,34.23749923706055,346.34449768066406,35.08385416666667,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,82909.45011441644,76765.6959829868,159675.14609740325,100000.0,0.0
2022-04-06,353.260009765625,34.0625,351.36749877929685,35.090312512715656,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,80941.25373236187,76373.32099857488,157314.57473093676,100000.0,0.0
2022-04-07,354.1000061035156,33.45000076293945,352.5089996337891,35.09208335876465,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,81133.71921059296,75000.00427656659,156133.72348715953,100000.0,0.0
2022-04-08,349.1499938964844,33.63750076293945,353.7464996337891,35.09531253178914,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79999.5399008731,75420.40787839361,155419.94777926672,100000.0,0.0
2022-04-11,340.8900146484375,33.11249923706055,354.8824996948242,35.08927084604899,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78106.95920207344,74243.2743720247,152350.23357409815,100000.0,0.0
2022-04-12,339.45001220703125,33.13750076293945,355.44750061035154,35.085833358764646,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77777.01638442358,74299.3316068549,152076.34799127848,100000.0,0.0
2022-04-13,346.3500061035156,33.76250076293945,355.7490005493164,35.09041668574015,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79357.98830676948,75700.67694627828,155058.66525304777,100000.0,0.0
2022-04-14,338.42999267578125,33.63750076293945,355.44850006103513,35.094895871480304,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77543.3028096953,75420.40787839361,152963.7106880889,100000.0,0.0
2022-04-18,338.69000244140625,32.88750076293945,354.8085006713867,35.0840625445048,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,77602.87795500063,73738.79347108553,151341.67142608616,100000.0,0.0
2022-04-19,346.260009765625,33.0,354.6175018310547,35.07604169845581,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,79337.36775471485,73991.03392155512,153328.40167626998,100000.0,0.0
2022-04-20,341.2099914550781,33.162498474121094,353.8300018310547,35.06708335876465,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,78180.27438969389,74355.38028855193,152535.65467824583,100000.0,0.0
2022-04-21,334.1499938964844,33.1875,352.9460021972656,35.059062512715656,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,76562.6413773438,74411.43752338213,150974.07890072593,100000.0,0.0
2022-04-22,325.3999938964844,32.900001525878906,351.23350219726564,35.04968751271566,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,74557.78390528503,73766.82208850064,148324.60599378566,100000.0,0.0
2022-04-25,329.5799865722656,32.3125,349.7450012207031,35.03458334604899,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75515.53128233542,72449.55404818938,147965.0853305248,100000.0,0.0
2022-04-26,317.1400146484375,32.3125,347.3565017700195,35.019687525431316,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72665.20320648536,72449.55404818938,145114.75725467474,100000.0,0.0
2022-04-27,316.760009765625,31.637500762939453,344.63500213623047,34.99677085876465,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72578.13399177387,70936.10279223876,143514.23678401264,100000.0,0.0
2022-04-28,328.010009765625,31.774999618530273,342.6810028076172,34.97500001589457,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75155.80788442086,71244.39620097195,146400.20408539282,100000.0,0.0
2022-04-29,313.25,32.1875,340.2165023803711,34.95750002861023,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71773.89749970387,72169.2849803047,143943.18248000857,100000.0,0.0
2022-05-03,318.82000732421875,31.950000762939453,335.52400360107424,34.94083336194356,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,73050.13416294754,71636.77546195046,144686.909624898,100000.0,0.0
2022-05-04,329.6000061035156,31.950000762939453,333.9490036010742,34.92270836830139,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,75520.11828882841,71636.77546195046,147156.89375077887,100000.0,0.0
2022-05-05,313.0,32.3125,331.93600311279295,34.90812503496806,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,71716.61585764505,72449.55404818938,144166.16990583442,100000.0,0.0
2022-05-06,309.25,31.662500381469727,329.69350280761716,34.88739585876465,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70857.39122676272,70992.15575050237,141849.5469772651,100000.0,0.0
2022-05-09,297.1499938964844,31.137500762939453,327.0935028076172,34.863229211171465,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68084.95835263815,69815.02652070003,137899.9848733382,100000.0,0.0
2022-05-10,300.760009765625,31.0,325.0870025634766,34.83385419845581,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68912.10890000928,69506.72883540025,138418.83773540953,100000.0,0.0
2022-05-11,291.8399963378906,31.049999237060547,322.70650177001954,34.80260419845581,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66868.29683469981,69618.8347519275,136487.1315866273,100000.0,0.0
2022-05-12,291.1499938964844,30.3125,319.94650115966795,34.76208337148031,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66710.19894322642,67965.24896203453,134675.44790526095,100000.0,0.0
2022-05-13,301.94000244140625,30.587499618530273,318.1220016479492,34.72427086830139,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,69182.4765723538,68581.8400560675,137764.3166284213,100000.0,0.0
2022-05-16,298.44000244140625,30.75,316.10950164794923,34.690416701634724,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68380.5335835303,68946.1906996309,137326.7242831612,100000.0,0.0
2022-05-17,306.1700134277344,31.087499618530273,314.10500183105466,34.65843753814697,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70151.68447324872,69702.91632760622,139854.60080085494,100000.0,0.0
2022-05-18,291.1400146484375,31.424999237060547,311.6015029907227,34.62666670481364,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66707.91243236787,70459.64195558154,137167.5543879494,100000.0,0.0
2022-05-19,289.5799865722656,30.825000762939453,309.37300262451174,34.58937505086263,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66350.4685529239,69114.35385098835,135464.82240391226,100000.0,0.0
2022-05-20,288.67999267578125,31.162500381469727,307.53700256347656,34.553958400090536,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66144.25603998975,69871.07947896366,136015.3355189534,100000.0,0.0
2022-05-23,293.4800109863281,31.225000381469727,305.7320037841797,34.517395909627275,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,67244.06776295189,70011.214012906,137255.2817758579,100000.0,0.0
2022-05-24,287.239990234375,30.875,304.23700256347655,34.47718756993611,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,65814.3132223399,69226.45976751558,135040.7729898555,100000.0,0.0
2022-05-25,291.260009765625,31.112499237060547,302.9620025634766,34.43968756993612,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,66735.40650177404,69758.96928586984,136494.3757876439,100000.0,0.0
2022-05-26,299.3299865722656,30.725000381469727,301.5280014038086,34.40177089373271,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68584.45259321797,68890.13774136729,137474.59033458526,100000.0,0.0
2022-05-27,309.1000061035156,31.375,301.32050170898435,34.37052089373271,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70823.02364000502,70347.53603905429,141170.5596790593,100000.0,0.0
2022-05-31,308.2799987792969,32.45000076293945,300.8105010986328,34.32833342552185,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70635.13817587896,72757.85173348917,143392.98990936813,100000.0,0.0
2022-06-01,306.0,32.287498474121094,300.16950073242185,34.30958342552185,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70112.72987999803,72393.49681335918,142506.22669335722,100000.0,0.0
2022-06-02,314.3800048828125,31.950000762939453,299.4085006713867,34.28833343187968,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,72032.81164059181,71636.77546195046,143669.58710254228,100000.0,0.0
2022-06-06,307.2200012207031,32.17499923706055,298.9670013427734,34.26416675249735,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70392.2645729406,72141.2563628896,142533.5209358302,100000.0,0.0
2022-06-07,309.8699951171875,31.850000381469727,299.6030014038086,34.23416674931844,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70999.44858028652,71412.5593523294,142412.00793261593,100000.0,0.0
2022-06-08,307.6400146484375,32.20000076293945,299.9470016479492,34.2071875890096,,True,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,70488.50080825012,72197.31359771981,142685.81440596993,100000.0,0.0
2022-06-09,299.3999938964844,32.099998474121094,300.3250015258789,34.180208396911624,,False,False,False,False,True,0.0,100000.0,100000.0,0.0,0.0,68600.49313116755,71973.09321153216,140573.5863426997,100000.0,0.0
