Date,GLD,QQQ,TLT,UUP
2010-01-04,,,,
2010-01-05,-0.0009108023746454696,0.0,0.006458970486895144,-0.0004362100350820963
2010-01-06,0.01649959196299955,-0.006031693648551939,-0.013386210308503288,-0.002618900671622071
2010-01-07,-0.006187807624317698,0.0006500488321476983,0.0016815168612300813,0.006564293425195045
2010-01-08,0.0049630306196752905,0.008230377556329938,-0.00044804061583814114,-0.006956375858912955
2010-01-11,0.01328899785435711,-0.004081218521099772,-0.005487056129179324,-0.005253954460663235
2010-01-12,-0.020912721685971136,-0.01251131453069787,0.0171166454829923,0.0
2010-01-13,0.00950315025847348,0.012451315978714295,-0.011625009282177579,-0.0008803007975766164
2010-01-14,0.004393023666376061,0.0008624574915092609,0.014002429704838448,-0.0026431286500300244
2010-01-15,-0.01044361493969348,-0.01164000307329316,0.006186692703968877,0.005742173968508846
2010-01-19,0.005953418988644765,0.01613956161395036,-0.002855175952662714,0.0030740861993503454
2010-01-20,-0.02313481240425197,-0.014381145871372625,0.010130401163379155,0.012259360358859217
2010-01-21,-0.01441159959280014,-0.00936376165547348,0.004577405746658103,0.0
2010-01-22,-0.001862760291706178,-0.029237214375618326,-0.0017350266190371277,-0.0017303385566080909
2010-01-25,0.002892648999579084,0.0033967705978605878,-0.0045656534365516865,-0.0012997560546137432
2010-01-26,0.0007442705541653716,0.000903155158727742,0.00032727836384371933,0.00433838985205659
2010-01-27,-0.009576039444736728,0.007891542606847768,-0.0005454838854748179,0.003455601273438136
2010-01-28,-0.0004693083914030227,-0.025727301776154343,-0.0005460462860912285,0.0017220471770751367
2010-01-29,-0.004883586176437471,-0.017450742425340393,0.008741977301407244,0.007735351091180176
2010-02-01,0.02255567582388429,0.010983212307500434,-0.009077412997678724,-0.004264387134186531
2010-02-02,0.007198881313165595,0.00901546360370964,0.002852344603551993,-0.0034261982331416085
2010-02-03,-0.003940257637661704,0.005498252206224574,-0.011596070199372921,0.005586517084559928
2010-02-04,-0.03983435439949368,-0.028936204854780878,0.015827204967242325,0.006410395886340625
2010-02-05,0.002970178695371306,0.008447107377073104,0.002178843282406362,0.004246279355136329
2010-02-08,-0.006113864996012963,-0.007212702624919687,0.0013055270725881307,-0.00042284212465226734
2010-02-09,0.01316803858637372,0.010311501194837147,-0.009989828985895621,-0.006345218356097915
2010-02-10,-0.002751170718643947,-0.0020874171743086034,-0.009541724934316487,0.0029799588798915533
2010-02-11,0.019120951810489784,0.015109185267582648,-0.005425836912430482,-0.0004243605229005132
2010-02-12,-0.0008400666498453724,0.0020608499028225147,0.00411972454152254,0.003397004094263023
2010-02-16,0.02410315591356116,0.012797474168475542,0.0018846968506451844,-0.008463710501814714
2010-02-17,-0.0033753214496573536,0.005640051845651861,-0.01139875553362868,0.0093895812356104
2010-02-18,0.006681952923877299,0.006282943201783686,-0.004029320046581963,0.0
2010-02-19,-0.004637226047132237,-0.0004463850542336667,0.00539443296363884,0.002959701793970426
2010-02-22,-0.0036539830220012615,-0.0020074267544299973,-0.004135819175940858,-0.0016862810702027442
2010-02-23,-0.010818743086801086,-0.012963851227751788,0.015603162964312967,0.00548979112703285
2010-02-24,-0.004912399502225995,0.010189914196578664,0.0024317462741028084,-0.0020998119298046847
2010-02-25,0.008848704758209536,-0.00022336027727376528,0.005623452057829326,-0.0021044226026518675
2010-02-26,0.010340714355349556,0.003586865174319387,0.005154167253353048,-0.0029523084560011403
2010-03-01,0.0,0.014522422391873402,-0.00043855697565731155,0.003383974805719392
2010-03-02,0.01452980291927708,0.0030826812202549014,-0.0013130855441398914,-0.0029509678092515257
2010-03-03,0.005494511158316229,0.0010978012559570427,-0.002521887143488666,-0.005919596666536631
2010-03-04,-0.007166491463286184,0.0032894071886042653,0.005275851862630576,0.0055294868739510505
2010-03-05,-0.0001804951017815304,0.01508154820214025,-0.013119158230551875,-0.00042302099574897944
2010-03-08,-0.008392747276111279,0.001938021864183348,-0.005206725982194627,-0.00042329663925078087
2010-03-09,-0.0014560978951050352,0.005588109993204027,0.0002225000196027782,0.0016935169329943545
2010-03-10,-0.011392635673468599,0.008121317873091005,-0.002559722103012363,-0.0016906537821864687
2010-03-11,0.0011984627266063974,0.003815591973698629,0.0036824057076281225,-0.0021167995043176457
2010-03-12,-0.0059852811695370045,0.00021191835896217093,0.006228180419859619,-0.006364063282806254
2010-03-15,0.003798088686431056,-0.0025339546681626413,-0.0013256319416503626,0.005550931945320858
2010-03-16,0.01882614344810607,0.0063504222542047906,0.007967146758823374,-0.0072187427681933425
2010-03-17,-0.0073370034129791595,0.0027344168019409754,0.004282401694565063,0.00042762761495906965
2010-03-18,0.006843690346403308,0.003356513645666359,-0.0032801843245811035,0.006840679042816378
2010-03-19,-0.018669545286964517,-0.006048622818456861,0.0009877888856719697,0.006794008188525824
2010-03-22,-0.004894706180937014,0.009054236132905125,0.0010953610371968736,-0.002530536348715029
2010-03-23,0.005290020369598247,0.006886373510296417,-0.004707929088255014,0.0033825439186228046
2010-03-24,-0.018648418101527398,-0.004766291501146491,-0.018254374138060303,0.013485140829174735
2010-03-25,0.004515481785126063,-0.0014575179005240635,-0.006385369551341391,0.0033262854586699753
